AREA,STATE,FIPS,RATE,Year
"Graham, NC",NC,37075,124.5,2012
"Granville, NC",NC,37077,81.1,2012
"Greene, NC",NC,37079,36.2,2012
"Guilford, NC",NC,37081,94.2,2012
"Halifax, NC",NC,37083,131.6,2012
"Harnett, NC",NC,37085,84.5,2012
"Haywood, NC",NC,37087,123.8,2012
"Henderson, NC",NC,37089,107,2012
"Hertford, NC",NC,37091,131.6,2012
"Hoke, NC",NC,37093,49,2012
"Hyde, NC",NC,37095,–,2012
"Iredell, NC",NC,37097,122.1,2012
"Jackson, NC",NC,37099,102,2012
"Johnston, NC",NC,37101,77.3,2012
"Jones, NC",NC,37103,–,2012
"Lee, NC",NC,37105,159,2012
"Lenoir, NC",NC,37107,107.6,2012
"Lincoln, NC",NC,37109,134,2012
"McDowell, NC",NC,37111,93.3,2012
"Macon, NC",NC,37113,120.6,2012
"Madison, NC",NC,37115,74.3,2012
"Martin, NC",NC,37117,92.5,2012
"Mecklenburg, NC",NC,37119,68.7,2012
"Mitchell, NC",NC,37121,149,2012
"Montgomery, NC",NC,37123,79.4,2012
"Moore, NC",NC,37125,122.5,2012
"Nash, NC",NC,37127,112.9,2012
"New Hanover, NC",NC,37129,120.7,2012
"Northampton, NC",NC,37131,–,2012
"Onslow, NC",NC,37133,94.1,2012
"Orange, NC",NC,37135,47.3,2012
"Pamlico, NC",NC,37137,67.4,2012
"Pasquotank, NC",NC,37139,146.5,2012
"Pender, NC",NC,37141,48.4,2012
"Perquimans, NC",NC,37143,45.5,2012
"Person, NC",NC,37145,110.6,2012
"Pitt, NC",NC,37147,99.4,2012
"Polk, NC",NC,37149,56.6,2012
"Randolph, NC",NC,37151,83.9,2012
"Richmond, NC",NC,37153,170.2,2012
"Robeson, NC",NC,37155,132,2012
"Rockingham, NC",NC,37157,166.3,2012
"Rowan, NC",NC,37159,103.4,2012
"Rutherford, NC",NC,37161,106.5,2012
"Sampson, NC",NC,37163,93.6,2012
"Scotland, NC",NC,37165,175,2012
"Stanly, NC",NC,37167,140.3,2012
"Stokes, NC",NC,37169,96.9,2012
"Surry, NC",NC,37171,187,2012
"Swain, NC",NC,37173,83,2012
"Transylvania, NC",NC,37175,119.5,2012
"Tyrrell, NC",NC,37177,–,2012
"Union, NC",NC,37179,77.3,2012
"Vance, NC",NC,37181,148.2,2012
"Wake, NC",NC,37183,65.1,2012
"Warren, NC",NC,37185,29.9,2012
"Washington, NC",NC,37187,74.4,2012
"Watauga, NC",NC,37189,92.1,2012
"Wayne, NC",NC,37191,88.6,2012
"Wilkes, NC",NC,37193,108.4,2012
"Wilson, NC",NC,37195,108.5,2012
"Yadkin, NC",NC,37197,90.8,2012
"Yancey, NC",NC,37199,95.3,2012
"Adams, ND",ND,38001,148.6,2012
"Barnes, ND",ND,38003,90.9,2012
"Benson, ND",ND,38005,5.6,2012
"Billings, ND",ND,38007,–,2012
"Bottineau, ND",ND,38009,49.3,2012
"Bowman, ND",ND,38011,71.1,2012
"Burke, ND",ND,38013,–,2012
"Burleigh, ND",ND,38015,86,2012
"Cass, ND",ND,38017,46.4,2012
"Cavalier, ND",ND,38019,–,2012
"Dickey, ND",ND,38021,86.5,2012
"Divide, ND",ND,38023,–,2012
"Dunn, ND",ND,38025,41.4,2012
"Eddy, ND",ND,38027,103.8,2012
"Emmons, ND",ND,38029,80.1,2012
"Foster, ND",ND,38031,105.5,2012
"Golden Valley, ND",ND,38033,–,2012
"Grand Forks, ND",ND,38035,69.5,2012
"Grant, ND",ND,38037,–,2012
"Griggs, ND",ND,38039,–,2012
"Hettinger, ND",ND,38041,26.4,2012
"Kidder, ND",ND,38043,49.4,2012
"LaMoure, ND",ND,38045,43,2012
"Logan, ND",ND,38047,–,2012
"McHenry, ND",ND,38049,–,2012
"McIntosh, ND",ND,38051,50.9,2012
"McKenzie, ND",ND,38053,73.3,2012
"McLean, ND",ND,38055,53.5,2012
"Mercer, ND",ND,38057,80.4,2012
"Morton, ND",ND,38059,57.1,2012
"Mountrail, ND",ND,38061,17.2,2012
"Nelson, ND",ND,38063,–,2012
"Oliver, ND",ND,38065,–,2012
"Pembina, ND",ND,38067,67,2012
"Pierce, ND",ND,38069,106.5,2012
"Ramsey, ND",ND,38071,153.3,2012
"Ransom, ND",ND,38073,93.9,2012
"Renville, ND",ND,38075,38.3,2012
"Richland, ND",ND,38077,41,2012
"Rolette, ND",ND,38079,5.4,2012
"Sargent, ND",ND,38081,–,2012
"Sheridan, ND",ND,38083,–,2012
"Sioux, ND",ND,38085,–,2012
"Slope, ND",ND,38087,–,2012
"Stark, ND",ND,38089,89.1,2012
"Steele, ND",ND,38091,–,2012
"Stutsman, ND",ND,38093,97.8,2012
"Towner, ND",ND,38095,–,2012
"Traill, ND",ND,38097,–,2012
"Walsh, ND",ND,38099,55.3,2012
"Ward, ND",ND,38101,82,2012
"Wells, ND",ND,38103,–,2012
"Williams, ND",ND,38105,83.9,2012
"Adams, NE",NE,31001,89.7,2012
"Antelope, NE",NE,31003,57.2,2012
"Arthur, NE",NE,31005,–,2012
"Banner, NE",NE,31007,–,2012
"Blaine, NE",NE,31009,–,2012
"Boone, NE",NE,31011,–,2012
"Box Butte, NE",NE,31013,65.8,2012
"Boyd, NE",NE,31015,–,2012
"Brown, NE",NE,31017,51.7,2012
"Buffalo, NE",NE,31019,81.8,2012
"Burt, NE",NE,31021,41.9,2012
"Butler, NE",NE,31023,73.7,2012
"Cass, NE",NE,31025,20.7,2012
"Cedar, NE",NE,31027,37.4,2012
"Chase, NE",NE,31029,106.8,2012
"Cherry, NE",NE,31031,64.7,2012
"Cheyenne, NE",NE,31033,77.9,2012
"Clay, NE",NE,31035,–,2012
"Colfax, NE",NE,31037,–,2012
"Cuming, NE",NE,31039,20.7,2012
"Custer, NE",NE,31041,82.1,2012
"Dakota, NE",NE,31043,76.2,2012
"Dawes, NE",NE,31045,79,2012
"Dawson, NE",NE,31047,49.6,2012
"Deuel, NE",NE,31049,–,2012
"Dixon, NE",NE,31051,11.7,2012
"Dodge, NE",NE,31053,111.8,2012
"Douglas, NE",NE,31055,79.5,2012
"Dundy, NE",NE,31057,128.8,2012
"Fillmore, NE",NE,31059,–,2012
"Franklin, NE",NE,31061,19.5,2012
"Frontier, NE",NE,31063,–,2012
"Furnas, NE",NE,31065,–,2012
"Gage, NE",NE,31067,88.1,2012
"Garden, NE",NE,31069,99.8,2012
"Garfield, NE",NE,31071,–,2012
"Gosper, NE",NE,31073,–,2012
"Grant, NE",NE,31075,–,2012
"Greeley, NE",NE,31077,–,2012
"Hall, NE",NE,31079,96.1,2012
"Hamilton, NE",NE,31081,61.5,2012
"Harlan, NE",NE,31083,78.8,2012
"Hayes, NE",NE,31085,–,2012
"Hitchcock, NE",NE,31087,–,2012
"Holt, NE",NE,31089,69.2,2012
"Hooker, NE",NE,31091,–,2012
"Howard, NE",NE,31093,83.2,2012
"Jefferson, NE",NE,31095,91.5,2012
"Johnson, NE",NE,31097,14.9,2012
"Kearney, NE",NE,31099,69.2,2012
"Keith, NE",NE,31101,143.6,2012
"Keya Paha, NE",NE,31103,–,2012
"Kimball, NE",NE,31105,–,2012
"Knox, NE",NE,31107,30.6,2012
"Lancaster, NE",NE,31109,72.7,2012
"Lincoln, NE",NE,31111,109.3,2012
"Logan, NE",NE,31113,–,2012
"Loup, NE",NE,31115,–,2012
"McPherson, NE",NE,31117,–,2012
"Madison, NE",NE,31119,106.2,2012
"Merrick, NE",NE,31121,69.4,2012
"Morrill, NE",NE,31123,40.7,2012
"Nance, NE",NE,31125,–,2012
"Nemaha, NE",NE,31127,105.5,2012
"Nuckolls, NE",NE,31129,146.4,2012
"Otoe, NE",NE,31131,99.6,2012
"Pawnee, NE",NE,31133,109.9,2012
"Perkins, NE",NE,31135,–,2012
"Phelps, NE",NE,31137,104.8,2012
"Pierce, NE",NE,31139,32.1,2012
"Platte, NE",NE,31141,84.6,2012
"Polk, NE",NE,31143,32.3,2012
"Red Willow, NE",NE,31145,120.4,2012
"Richardson, NE",NE,31147,58.1,2012
"Rock, NE",NE,31149,–,2012
"Saline, NE",NE,31151,61.7,2012
"Sarpy, NE",NE,31153,66.8,2012
"Saunders, NE",NE,31155,52,2012
"Scotts Bluff, NE",NE,31157,113.3,2012
"Seward, NE",NE,31159,48.8,2012
"Sheridan, NE",NE,31161,4.9,2012
"Sherman, NE",NE,31163,–,2012
"Sioux, NE",NE,31165,–,2012
"Stanton, NE",NE,31167,–,2012
"Thayer, NE",NE,31169,–,2012
"Thomas, NE",NE,31171,–,2012
"Thurston, NE",NE,31173,33.5,2012
"Valley, NE",NE,31175,–,2012
"Washington, NE",NE,31177,66.3,2012
"Wayne, NE",NE,31179,48.8,2012
"Webster, NE",NE,31181,–,2012
"Wheeler, NE",NE,31183,–,2012
"York, NE",NE,31185,111.1,2012
"Belknap, NH",NH,33001,93.4,2012
"Carroll, NH",NH,33003,96,2012
"Cheshire, NH",NH,33005,84.8,2012
"Coos, NH",NH,33007,93.3,2012
"Grafton, NH",NH,33009,94,2012
"Hillsborough, NH",NH,33011,75.3,2012
"Merrimack, NH",NH,33013,90.3,2012
"Rockingham, NH",NH,33015,77,2012
"Strafford, NH",NH,33017,102,2012
"Sullivan, NH",NH,33019,76.9,2012
"Atlantic, NJ",NJ,34001,85.7,2012
"Bergen, NJ",NJ,34003,48.2,2012
"Burlington, NJ",NJ,34005,72.4,2012
"Camden, NJ",NJ,34007,92.9,2012
"Cape May, NJ",NJ,34009,101.1,2012
"Cumberland, NJ",NJ,34011,100.7,2012
"Essex, NJ",NJ,34013,43.7,2012
"Gloucester, NJ",NJ,34015,87.1,2012
"Hudson, NJ",NJ,34017,37.7,2012
"Hunterdon, NJ",NJ,34019,50.1,2012
"Mercer, NJ",NJ,34021,60.3,2012
"Middlesex, NJ",NJ,34023,51.5,2012
"Monmouth, NJ",NJ,34025,66.9,2012
"Morris, NJ",NJ,34027,49.2,2012
"Ocean, NJ",NJ,34029,81.9,2012
"Passaic, NJ",NJ,34031,50.5,2012
"Salem, NJ",NJ,34033,79.9,2012
"Somerset, NJ",NJ,34035,42,2012
"Sussex, NJ",NJ,34037,67,2012
"Union, NJ",NJ,34039,49.2,2012
"Warren, NJ",NJ,34041,78.7,2012
"Bernalillo, NM",NM,35001,80.1,2012
"Catron, NM",NM,35003,–,2012
"Chaves, NM",NM,35005,102,2012
"Cibola, NM",NM,35006,24.2,2012
"Colfax, NM",NM,35007,39.9,2012
"Curry, NM",NM,35009,95,2012
"De Baca, NM",NM,35011,–,2012
"Dona Ana, NM",NM,35013,60.8,2012
"Eddy, NM",NM,35015,103.8,2012
"Grant, NM",NM,35017,113.3,2012
"Guadalupe, NM",NM,35019,–,2012
"Harding, NM",NM,35021,–,2012
"Hidalgo, NM",NM,35023,–,2012
"Lea, NM",NM,35025,82,2012
"Lincoln, NM",NM,35027,117.7,2012
"Los Alamos, NM",NM,35028,64.9,2012
"Luna, NM",NM,35029,76.4,2012
"McKinley, NM",NM,35031,27.8,2012
"Mora, NM",NM,35033,–,2012
"Otero, NM",NM,35035,70.8,2012
"Quay, NM",NM,35037,88.9,2012
"Rio Arriba, NM",NM,35039,100.7,2012
"Roosevelt, NM",NM,35041,22.5,2012
"Sandoval, NM",NM,35043,61,2012
"San Juan, NM",NM,35045,69.6,2012
"San Miguel, NM",NM,35047,94.2,2012
"Santa Fe, NM",NM,35049,100.6,2012
"Sierra, NM",NM,35051,137,2012
"Socorro, NM",NM,35053,83.2,2012
"Taos, NM",NM,35055,109.4,2012
"Torrance, NM",NM,35057,25.3,2012
"Union, NM",NM,35059,50.9,2012
"Valencia, NM",NM,35061,85.1,2012
"Churchill, NV",NV,32001,126.3,2012
"Clark, NV",NV,32003,94.2,2012
"Douglas, NV",NV,32005,113.8,2012
"Elko, NV",NV,32007,89.6,2012
"Esmeralda, NV",NV,32009,–,2012
"Eureka, NV",NV,32011,–,2012
"Humboldt, NV",NV,32013,96.3,2012
"Lander, NV",NV,32015,–,2012
"Lincoln, NV",NV,32017,96.2,2012
"Lyon, NV",NV,32019,102.6,2012
"Mineral, NV",NV,32021,150.6,2012
"Nye, NV",NV,32023,138.2,2012
"Pershing, NV",NV,32027,28.6,2012
"Storey, NV",NV,32029,–,2012
"Washoe, NV",NV,32031,110.4,2012
"White Pine, NV",NV,32033,175.6,2012
"Carson City, NV",NV,32510,145.9,2012
"Albany, NY",NY,36001,64.1,2012
"Allegany, NY",NY,36003,69.5,2012
"Bronx, NY",NY,36005,38.1,2012
"Broome, NY",NY,36007,89.1,2012
"Cattaraugus, NY",NY,36009,90.5,2012
"Cayuga, NY",NY,36011,39.8,2012
"Chautauqua, NY",NY,36013,100.7,2012
"Chemung, NY",NY,36015,112.7,2012
"Chenango, NY",NY,36017,72.8,2012
"Clinton, NY",NY,36019,46.3,2012
"Columbia, NY",NY,36021,74.6,2012
"Cortland, NY",NY,36023,49.1,2012
"Delaware, NY",NY,36025,83.6,2012
"Dutchess, NY",NY,36027,69.6,2012
"Erie, NY",NY,36029,83.6,2012
"Essex, NY",NY,36031,30.9,2012
"Franklin, NY",NY,36033,30.8,2012
"Fulton, NY",NY,36035,88.1,2012
"Genesee, NY",NY,36037,73.5,2012
"Greene, NY",NY,36039,82.4,2012
"Hamilton, NY",NY,36041,–,2012
"Herkimer, NY",NY,36043,43.3,2012
"Jefferson, NY",NY,36045,32.4,2012
"Kings, NY",NY,36047,28.8,2012
"Lewis, NY",NY,36049,22.4,2012
"Livingston, NY",NY,36051,56.6,2012
"Madison, NY",NY,36053,55.6,2012
"Monroe, NY",NY,36055,62.3,2012
"Montgomery, NY",NY,36057,105.2,2012
"Nassau, NY",NY,36059,49.2,2012
"New York, NY",NY,36061,47.8,2012
"Niagara, NY",NY,36063,93.1,2012
"Oneida, NY",NY,36065,75.5,2012
"Onondaga, NY",NY,36067,57.7,2012
"Ontario, NY",NY,36069,61.9,2012
"Orange, NY",NY,36071,74.9,2012
"Orleans, NY",NY,36073,69.4,2012
"Oswego, NY",NY,36075,53.8,2012
"Otsego, NY",NY,36077,65.9,2012
"Putnam, NY",NY,36079,44.9,2012
"Queens, NY",NY,36081,29.1,2012
"Rensselaer, NY",NY,36083,71.2,2012
"Richmond, NY",NY,36085,57.5,2012
"Rockland, NY",NY,36087,40.1,2012
"St. Lawrence, NY",NY,36089,29.2,2012
"Saratoga, NY",NY,36091,64.3,2012
"Schenectady, NY",NY,36093,77.2,2012
"Schoharie, NY",NY,36095,50.1,2012
"Schuyler, NY",NY,36097,72.7,2012
"Seneca, NY",NY,36099,35,2012
"Steuben, NY",NY,36101,80.2,2012
"Suffolk, NY",NY,36103,66.4,2012
"Sullivan, NY",NY,36105,106.8,2012
"Tioga, NY",NY,36107,41.2,2012
"Tompkins, NY",NY,36109,45,2012
"Ulster, NY",NY,36111,75.1,2012
"Warren, NY",NY,36113,109.3,2012
"Washington, NY",NY,36115,77.6,2012
"Wayne, NY",NY,36117,66.2,2012
"Westchester, NY",NY,36119,44.8,2012
"Wyoming, NY",NY,36121,64,2012
"Yates, NY",NY,36123,58.7,2012
"Adams, OH",OH,39001,104,2012
"Allen, OH",OH,39003,114.3,2012
"Ashland, OH",OH,39005,54,2012
"Ashtabula, OH",OH,39007,95.2,2012
"Athens, OH",OH,39009,103.7,2012
"Auglaize, OH",OH,39011,52.1,2012
"Belmont, OH",OH,39013,141.8,2012
"Brown, OH",OH,39015,106.9,2012
"Butler, OH",OH,39017,103.1,2012
"Carroll, OH",OH,39019,43.5,2012
"Champaign, OH",OH,39021,86.2,2012
"Clark, OH",OH,39023,117.1,2012
"Clermont, OH",OH,39025,111.8,2012
"Clinton, OH",OH,39027,132.4,2012
"Columbiana, OH",OH,39029,102.2,2012
"Coshocton, OH",OH,39031,86.1,2012
"Crawford, OH",OH,39033,110.4,2012
"Cuyahoga, OH",OH,39035,76.2,2012
"Darke, OH",OH,39037,60.3,2012
"Defiance, OH",OH,39039,91.5,2012
"Delaware, OH",OH,39041,71.6,2012
"Erie, OH",OH,39043,112.1,2012
"Fairfield, OH",OH,39045,93.9,2012
"Fayette, OH",OH,39047,123.8,2012
"Franklin, OH",OH,39049,108.3,2012
"Fulton, OH",OH,39051,91.9,2012
"Gallia, OH",OH,39053,151.5,2012
"Geauga, OH",OH,39055,67.3,2012
"Greene, OH",OH,39057,95.8,2012
"Guernsey, OH",OH,39059,126.8,2012
"Hamilton, OH",OH,39061,99.7,2012
"Hancock, OH",OH,39063,77,2012
"Hardin, OH",OH,39065,92.7,2012
"Harrison, OH",OH,39067,76.6,2012
"Henry, OH",OH,39069,68.3,2012
"Highland, OH",OH,39071,138.9,2012
"Hocking, OH",OH,39073,104.9,2012
"Holmes, OH",OH,39075,32.5,2012
"Huron, OH",OH,39077,113.6,2012
"Jackson, OH",OH,39079,190.5,2012
"Jefferson, OH",OH,39081,145,2012
"Knox, OH",OH,39083,64.7,2012
"Lake, OH",OH,39085,90.2,2012
"Lawrence, OH",OH,39087,117,2012
"Licking, OH",OH,39089,85.7,2012
"Logan, OH",OH,39091,103.9,2012
"Lorain, OH",OH,39093,88.8,2012
"Lucas, OH",OH,39095,115,2012
"Madison, OH",OH,39097,72.5,2012
"Mahoning, OH",OH,39099,119.9,2012
"Marion, OH",OH,39101,117.3,2012
"Medina, OH",OH,39103,85.7,2012
"Meigs, OH",OH,39105,102.4,2012
"Mercer, OH",OH,39107,55.1,2012
"Miami, OH",OH,39109,85.8,2012
"Monroe, OH",OH,39111,64.7,2012
"Montgomery, OH",OH,39113,116.6,2012
"Morgan, OH",OH,39115,46.4,2012
"Morrow, OH",OH,39117,58.7,2012
"Muskingum, OH",OH,39119,125,2012
"Noble, OH",OH,39121,38.3,2012
"Ottawa, OH",OH,39123,83.6,2012
"Paulding, OH",OH,39125,54.3,2012
"Perry, OH",OH,39127,103.3,2012
"Pickaway, OH",OH,39129,91.9,2012
"Pike, OH",OH,39131,124.2,2012
"Portage, OH",OH,39133,76.9,2012
"Preble, OH",OH,39135,79,2012
"Putnam, OH",OH,39137,42.8,2012
"Richland, OH",OH,39139,95,2012
"Ross, OH",OH,39141,137.3,2012
"Sandusky, OH",OH,39143,89.2,2012
"Scioto, OH",OH,39145,129,2012
"Seneca, OH",OH,39147,81.8,2012
"Shelby, OH",OH,39149,88.4,2012
"Stark, OH",OH,39151,114.7,2012
"Summit, OH",OH,39153,98,2012
"Trumbull, OH",OH,39155,112.1,2012
"Tuscarawas, OH",OH,39157,94.7,2012
"Union, OH",OH,39159,79.6,2012
"Van Wert, OH",OH,39161,82.8,2012
"Vinton, OH",OH,39163,–,2012
"Warren, OH",OH,39165,86.1,2012
"Washington, OH",OH,39167,161.6,2012
"Wayne, OH",OH,39169,68.3,2012
"Williams, OH",OH,39171,77.5,2012
"Wood, OH",OH,39173,58.5,2012
"Wyandot, OH",OH,39175,47.6,2012
"Adair, OK",OK,40001,26.3,2012
"Alfalfa, OK",OK,40003,–,2012
"Atoka, OK",OK,40005,32.7,2012
"Beaver, OK",OK,40007,–,2012
"Beckham, OK",OK,40009,146.7,2012
"Blaine, OK",OK,40011,15.5,2012
"Bryan, OK",OK,40013,160.8,2012
"Caddo, OK",OK,40015,107.4,2012
"Canadian, OK",OK,40017,115.5,2012
"Carter, OK",OK,40019,222.6,2012
"Cherokee, OK",OK,40021,142.5,2012
"Choctaw, OK",OK,40023,54.9,2012
"Cimarron, OK",OK,40025,89.4,2012
"Cleveland, OK",OK,40027,105.6,2012
"Coal, OK",OK,40029,69.4,2012
"Comanche, OK",OK,40031,104,2012
"Cotton, OK",OK,40033,–,2012
"Craig, OK",OK,40035,141.2,2012
"Creek, OK",OK,40037,150,2012
"Custer, OK",OK,40039,158,2012
"Delaware, OK",OK,40041,106.2,2012
"Dewey, OK",OK,40043,–,2012
"Ellis, OK",OK,40045,131,2012
"Garfield, OK",OK,40047,112.4,2012
"Garvin, OK",OK,40049,114.3,2012
"Grady, OK",OK,40051,75,2012
"Grant, OK",OK,40053,–,2012
"Greer, OK",OK,40055,53.7,2012
"Harmon, OK",OK,40057,260.4,2012
"Harper, OK",OK,40059,–,2012
"Haskell, OK",OK,40061,98.1,2012
"Hughes, OK",OK,40063,69.2,2012
"Jackson, OK",OK,40065,171.7,2012
"Jefferson, OK",OK,40067,35.7,2012
"Johnston, OK",OK,40069,–,2012
"Kay, OK",OK,40071,132,2012
"Kingfisher, OK",OK,40073,62.8,2012
"Kiowa, OK",OK,40075,40.3,2012
"Latimer, OK",OK,40077,138.1,2012
"Le Flore, OK",OK,40079,111.2,2012
"Lincoln, OK",OK,40081,21.5,2012
"Logan, OK",OK,40083,68.2,2012
"Love, OK",OK,40085,56.7,2012
"McClain, OK",OK,40087,173.2,2012
"McCurtain, OK",OK,40089,114.3,2012
"McIntosh, OK",OK,40091,75.3,2012
"Major, OK",OK,40093,–,2012
"Marshall, OK",OK,40095,45.4,2012
"Mayes, OK",OK,40097,95.1,2012
"Murray, OK",OK,40099,201.2,2012
"Muskogee, OK",OK,40101,137.3,2012
"Noble, OK",OK,40103,18.8,2012
"Nowata, OK",OK,40105,79.2,2012
"Okfuskee, OK",OK,40107,–,2012
"Oklahoma, OK",OK,40109,152.9,2012
"Okmulgee, OK",OK,40111,119.8,2012
"Osage, OK",OK,40113,30.4,2012
"Ottawa, OK",OK,40115,119.9,2012
"Pawnee, OK",OK,40117,122.3,2012
"Payne, OK",OK,40119,132,2012
"Pittsburg, OK",OK,40121,193.9,2012
"Pontotoc, OK",OK,40123,149.1,2012
"Pottawatomie, OK",OK,40125,187.3,2012
"Pushmataha, OK",OK,40127,–,2012
"Roger Mills, OK",OK,40129,–,2012
"Rogers, OK",OK,40131,146.1,2012
"Seminole, OK",OK,40133,96.1,2012
