FIPS_Code,Type,Rate_x,FIPS_County_Code,Rate_y,Percent_below_poverty_level_Estimate_Population_for_whom_poverty_status_is_determined,"Percent_below_poverty_level_Estimate_White_alone,_not_Hispanic_or_Latino",Total_Estimate_ALL_INDIVIDUALS_WITH_INCOME_BELOW_THE_FOLLOWING_POVERTY_RATIOS__50_percent_of_poverty_level,Total_Estimate_ALL_INDIVIDUALS_WITH_INCOME_BELOW_THE_FOLLOWING_POVERTY_RATIOS__125_percent_of_poverty_level,Total_Estimate_ALL_INDIVIDUALS_WITH_INCOME_BELOW_THE_FOLLOWING_POVERTY_RATIOS__150_percent_of_poverty_level,Total_Estimate_ALL_INDIVIDUALS_WITH_INCOME_BELOW_THE_FOLLOWING_POVERTY_RATIOS__185_percent_of_poverty_level,Total_Estimate_ALL_INDIVIDUALS_WITH_INCOME_BELOW_THE_FOLLOWING_POVERTY_RATIOS__200_percent_of_poverty_level,Total_Estimate_ALL_INDIVIDUALS_WITH_INCOME_BELOW_THE_FOLLOWING_POVERTY_RATIOS__300_percent_of_poverty_level,Total_Estimate_ALL_INDIVIDUALS_WITH_INCOME_BELOW_THE_FOLLOWING_POVERTY_RATIOS__400_percent_of_poverty_level,Total_Estimate_ALL_INDIVIDUALS_WITH_INCOME_BELOW_THE_FOLLOWING_POVERTY_RATIOS__500_percent_of_poverty_level,Percent_below_poverty_level_Estimate_UNRELATED_INDIVIDUALS_FOR_WHOM_POVERTY_STATUS_IS_DETERMINED,"Percent_below_poverty_level_Estimate_Worked_fulltime,_yearround_in_the_past_12_months","Percent_below_poverty_level_Estimate_Worked_less_than_fulltime,_yearround_in_the_past_12_months",Percent_below_poverty_level_Estimate_Did_not_work,Percent_with_a_disability_Estimate_Total_civilian_noninstitutionalized_population,"Percent_with_a_disability_Estimate_White_alone,_not_Hispanic_or_Latino",Percent_households_receiving_food_stamps/SNAP_Estimate_Households,Percent_households_not_receiving_food_stamps/SNAP_Estimate_Households,Percent_Estimate_HOUSEHOLD_TYPE__Marriedcouple_family,Percent_households_receiving_food_stamps/SNAP_Estimate_HOUSEHOLD_TYPE__Marriedcouple_family,Percent_households_not_receiving_food_stamps/SNAP_Estimate_HOUSEHOLD_TYPE__Marriedcouple_family,Percent_Estimate_HOUSEHOLD_TYPE__Other_family:,Percent_households_receiving_food_stamps/SNAP_Estimate_HOUSEHOLD_TYPE__Other_family:,Percent_households_not_receiving_food_stamps/SNAP_Estimate_HOUSEHOLD_TYPE__Other_family:,Percent_Estimate_HOUSEHOLD_TYPE__Nonfamily_households,Percent_households_receiving_food_stamps/SNAP_Estimate_HOUSEHOLD_TYPE__Nonfamily_households,Percent_households_not_receiving_food_stamps/SNAP_Estimate_HOUSEHOLD_TYPE__Nonfamily_households,Percent_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__Below_poverty_level,Percent_households_receiving_food_stamps/SNAP_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__Below_poverty_level,Percent_households_not_receiving_food_stamps/SNAP_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__Below_poverty_level,Percent_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__At_or_above_poverty_level,Percent_households_receiving_food_stamps/SNAP_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__At_or_above_poverty_level,Percent_households_not_receiving_food_stamps/SNAP_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__At_or_above_poverty_level,Percent_Estimate_DISABILITY_STATUS__With_one_or_more_people_with_a_disability,Percent_households_receiving_food_stamps/SNAP_Estimate_DISABILITY_STATUS__With_one_or_more_people_with_a_disability,Percent_households_not_receiving_food_stamps/SNAP_Estimate_DISABILITY_STATUS__With_one_or_more_people_with_a_disability,Percent_Estimate_DISABILITY_STATUS__With_no_persons_with_a_disability,Percent_households_receiving_food_stamps/SNAP_Estimate_DISABILITY_STATUS__With_no_persons_with_a_disability,Percent_households_not_receiving_food_stamps/SNAP_Estimate_DISABILITY_STATUS__With_no_persons_with_a_disability,"Percent_Estimate_White_alone,_not_Hispanic_or_Latino","Percent_households_receiving_food_stamps/SNAP_Estimate_White_alone,_not_Hispanic_or_Latino","Percent_households_not_receiving_food_stamps/SNAP_Estimate_White_alone,_not_Hispanic_or_Latino",Percent_households_receiving_food_stamps/SNAP_Estimate_WORK_STATUS__Families__No_workers_in_past_12_months,Percent_households_not_receiving_food_stamps/SNAP_Estimate_WORK_STATUS__Families__No_workers_in_past_12_months,Percent_households_receiving_food_stamps/SNAP_Estimate_WORK_STATUS__Families__1_worker_in_past_12_months,Percent_households_not_receiving_food_stamps/SNAP_Estimate_WORK_STATUS__Families__1_worker_in_past_12_months,Percent_Estimate_WORK_STATUS__Families__2_or_more_workers_in_past_12_months,Percent_households_receiving_food_stamps/SNAP_Estimate_WORK_STATUS__Families__2_or_more_workers_in_past_12_months,Percent_households_not_receiving_food_stamps/SNAP_Estimate_WORK_STATUS__Families__2_or_more_workers_in_past_12_months,"Labor_Force_Participation_Rate_Estimate_White_alone,_not_Hispanic_or_Latino","Unemployment_rate_Estimate_White_alone,_not_Hispanic_or_Latino",Labor_Force_Participation_Rate_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__Below_poverty_level,Unemployment_rate_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__Below_poverty_level,Labor_Force_Participation_Rate_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__At_or_above_the_poverty_level,Unemployment_rate_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__At_or_above_the_poverty_level,Labor_Force_Participation_Rate_Estimate_DISABILITY_STATUS__With_any_disability,Unemployment_rate_Estimate_DISABILITY_STATUS__With_any_disability
51640,ED Heroin Overdose,0,51640,431.1,26.8,23.2,727,2085,2693,3142,3341,4412,5476,5967,36.2,5.2,54.4,43,21.5,25.7,27.2,72.8,36.9,10.8,46.7,23.5,45.8,15.2,39.5,43.4,38.1,25,64.2,10.4,75,35.8,89.6,36.5,52,30.8,63.5,48,69.2,86.6,90.5,85.1,33.2,16.4,49.9,40.5,36.4,16.9,43.1,50.7,6.6,49.6,17.6,75.4,4,16.7,33.6
51640,ED Opioid Overdose,347.1,51640,431.1,26.8,23.2,727,2085,2693,3142,3341,4412,5476,5967,36.2,5.2,54.4,43,21.5,25.7,27.2,72.8,36.9,10.8,46.7,23.5,45.8,15.2,39.5,43.4,38.1,25,64.2,10.4,75,35.8,89.6,36.5,52,30.8,63.5,48,69.2,86.6,90.5,85.1,33.2,16.4,49.9,40.5,36.4,16.9,43.1,50.7,6.6,49.6,17.6,75.4,4,16.7,33.6
51640,EMS Narcan,188,51640,431.1,26.8,23.2,727,2085,2693,3142,3341,4412,5476,5967,36.2,5.2,54.4,43,21.5,25.7,27.2,72.8,36.9,10.8,46.7,23.5,45.8,15.2,39.5,43.4,38.1,25,64.2,10.4,75,35.8,89.6,36.5,52,30.8,63.5,48,69.2,86.6,90.5,85.1,33.2,16.4,49.9,40.5,36.4,16.9,43.1,50.7,6.6,49.6,17.6,75.4,4,16.7,33.6
51640,Fatal Fentanyl and/or Heroin Overdose,14.5,51640,431.1,26.8,23.2,727,2085,2693,3142,3341,4412,5476,5967,36.2,5.2,54.4,43,21.5,25.7,27.2,72.8,36.9,10.8,46.7,23.5,45.8,15.2,39.5,43.4,38.1,25,64.2,10.4,75,35.8,89.6,36.5,52,30.8,63.5,48,69.2,86.6,90.5,85.1,33.2,16.4,49.9,40.5,36.4,16.9,43.1,50.7,6.6,49.6,17.6,75.4,4,16.7,33.6
51640,Fatal Prescription Opioid Overdose,14.5,51640,431.1,26.8,23.2,727,2085,2693,3142,3341,4412,5476,5967,36.2,5.2,54.4,43,21.5,25.7,27.2,72.8,36.9,10.8,46.7,23.5,45.8,15.2,39.5,43.4,38.1,25,64.2,10.4,75,35.8,89.6,36.5,52,30.8,63.5,48,69.2,86.6,90.5,85.1,33.2,16.4,49.9,40.5,36.4,16.9,43.1,50.7,6.6,49.6,17.6,75.4,4,16.7,33.6
51640,Neonatal Abstinance Syndrome,0,51640,431.1,26.8,23.2,727,2085,2693,3142,3341,4412,5476,5967,36.2,5.2,54.4,43,21.5,25.7,27.2,72.8,36.9,10.8,46.7,23.5,45.8,15.2,39.5,43.4,38.1,25,64.2,10.4,75,35.8,89.6,36.5,52,30.8,63.5,48,69.2,86.6,90.5,85.1,33.2,16.4,49.9,40.5,36.4,16.9,43.1,50.7,6.6,49.6,17.6,75.4,4,16.7,33.6
51640,Reported Hepatitis C (1830 year olds),2832,51640,431.1,26.8,23.2,727,2085,2693,3142,3341,4412,5476,5967,36.2,5.2,54.4,43,21.5,25.7,27.2,72.8,36.9,10.8,46.7,23.5,45.8,15.2,39.5,43.4,38.1,25,64.2,10.4,75,35.8,89.6,36.5,52,30.8,63.5,48,69.2,86.6,90.5,85.1,33.2,16.4,49.9,40.5,36.4,16.9,43.1,50.7,6.6,49.6,17.6,75.4,4,16.7,33.6
51650,Diagnosed HIV,20.5,51650,86.9,15.3,8.5,9979,26574,34091,43369,47017,70932,91469,104678,23.5,2.9,38,40.9,12.5,13.5,13.2,86.8,39.7,15.7,43.3,22.5,57.1,17.2,37.9,27.2,39.5,13.9,49.3,8.5,86.1,50.7,91.5,24.4,37.6,22.4,75.6,62.4,77.6,44.9,25.6,47.8,18.2,14.3,57.9,33.5,47.9,23.9,52.3,66.1,7.3,57.9,36.4,82.5,6.2,44.1,18.3
51650,ED Heroin Overdose,8.8,51650,86.9,15.3,8.5,9979,26574,34091,43369,47017,70932,91469,104678,23.5,2.9,38,40.9,12.5,13.5,13.2,86.8,39.7,15.7,43.3,22.5,57.1,17.2,37.9,27.2,39.5,13.9,49.3,8.5,86.1,50.7,91.5,24.4,37.6,22.4,75.6,62.4,77.6,44.9,25.6,47.8,18.2,14.3,57.9,33.5,47.9,23.9,52.3,66.1,7.3,57.9,36.4,82.5,6.2,44.1,18.3
51650,ED Opioid Overdose,79.1,51650,86.9,15.3,8.5,9979,26574,34091,43369,47017,70932,91469,104678,23.5,2.9,38,40.9,12.5,13.5,13.2,86.8,39.7,15.7,43.3,22.5,57.1,17.2,37.9,27.2,39.5,13.9,49.3,8.5,86.1,50.7,91.5,24.4,37.6,22.4,75.6,62.4,77.6,44.9,25.6,47.8,18.2,14.3,57.9,33.5,47.9,23.9,52.3,66.1,7.3,57.9,36.4,82.5,6.2,44.1,18.3
51650,EMS Narcan,49.1,51650,86.9,15.3,8.5,9979,26574,34091,43369,47017,70932,91469,104678,23.5,2.9,38,40.9,12.5,13.5,13.2,86.8,39.7,15.7,43.3,22.5,57.1,17.2,37.9,27.2,39.5,13.9,49.3,8.5,86.1,50.7,91.5,24.4,37.6,22.4,75.6,62.4,77.6,44.9,25.6,47.8,18.2,14.3,57.9,33.5,47.9,23.9,52.3,66.1,7.3,57.9,36.4,82.5,6.2,44.1,18.3
51650,Fatal Fentanyl and/or Heroin Overdose,5.9,51650,86.9,15.3,8.5,9979,26574,34091,43369,47017,70932,91469,104678,23.5,2.9,38,40.9,12.5,13.5,13.2,86.8,39.7,15.7,43.3,22.5,57.1,17.2,37.9,27.2,39.5,13.9,49.3,8.5,86.1,50.7,91.5,24.4,37.6,22.4,75.6,62.4,77.6,44.9,25.6,47.8,18.2,14.3,57.9,33.5,47.9,23.9,52.3,66.1,7.3,57.9,36.4,82.5,6.2,44.1,18.3
51650,Fatal Prescription Opioid Overdose,8.1,51650,86.9,15.3,8.5,9979,26574,34091,43369,47017,70932,91469,104678,23.5,2.9,38,40.9,12.5,13.5,13.2,86.8,39.7,15.7,43.3,22.5,57.1,17.2,37.9,27.2,39.5,13.9,49.3,8.5,86.1,50.7,91.5,24.4,37.6,22.4,75.6,62.4,77.6,44.9,25.6,47.8,18.2,14.3,57.9,33.5,47.9,23.9,52.3,66.1,7.3,57.9,36.4,82.5,6.2,44.1,18.3
51650,Neonatal Abstinance Syndrome,3.7,51650,86.9,15.3,8.5,9979,26574,34091,43369,47017,70932,91469,104678,23.5,2.9,38,40.9,12.5,13.5,13.2,86.8,39.7,15.7,43.3,22.5,57.1,17.2,37.9,27.2,39.5,13.9,49.3,8.5,86.1,50.7,91.5,24.4,37.6,22.4,75.6,62.4,77.6,44.9,25.6,47.8,18.2,14.3,57.9,33.5,47.9,23.9,52.3,66.1,7.3,57.9,36.4,82.5,6.2,44.1,18.3
51650,Reported Hepatitis C (1830 year olds),36.5,51650,86.9,15.3,8.5,9979,26574,34091,43369,47017,70932,91469,104678,23.5,2.9,38,40.9,12.5,13.5,13.2,86.8,39.7,15.7,43.3,22.5,57.1,17.2,37.9,27.2,39.5,13.9,49.3,8.5,86.1,50.7,91.5,24.4,37.6,22.4,75.6,62.4,77.6,44.9,25.6,47.8,18.2,14.3,57.9,33.5,47.9,23.9,52.3,66.1,7.3,57.9,36.4,82.5,6.2,44.1,18.3
51660,Diagnosed HIV,7.6,51660,133.7,32.5,34.3,9538,16758,19220,22395,23615,30975,35575,38419,58,7.3,80.4,71.4,7.5,7.9,12.9,87.1,34.7,33.7,34.8,15.6,40,11.9,49.8,26.3,53.2,25.9,41.9,23.6,74.1,58.1,76.4,18.1,36.5,15.3,81.9,63.5,84.7,74.1,39.2,79.3,8.5,8.2,34.9,30.7,60.2,56.6,61.1,56.7,6,44.6,13.3,86.9,3.2,51.8,8.2
51660,ED Heroin Overdose,1.9,51660,133.7,32.5,34.3,9538,16758,19220,22395,23615,30975,35575,38419,58,7.3,80.4,71.4,7.5,7.9,12.9,87.1,34.7,33.7,34.8,15.6,40,11.9,49.8,26.3,53.2,25.9,41.9,23.6,74.1,58.1,76.4,18.1,36.5,15.3,81.9,63.5,84.7,74.1,39.2,79.3,8.5,8.2,34.9,30.7,60.2,56.6,61.1,56.7,6,44.6,13.3,86.9,3.2,51.8,8.2
51660,ED Opioid Overdose,70.4,51660,133.7,32.5,34.3,9538,16758,19220,22395,23615,30975,35575,38419,58,7.3,80.4,71.4,7.5,7.9,12.9,87.1,34.7,33.7,34.8,15.6,40,11.9,49.8,26.3,53.2,25.9,41.9,23.6,74.1,58.1,76.4,18.1,36.5,15.3,81.9,63.5,84.7,74.1,39.2,79.3,8.5,8.2,34.9,30.7,60.2,56.6,61.1,56.7,6,44.6,13.3,86.9,3.2,51.8,8.2
51660,EMS Narcan,36.2,51660,133.7,32.5,34.3,9538,16758,19220,22395,23615,30975,35575,38419,58,7.3,80.4,71.4,7.5,7.9,12.9,87.1,34.7,33.7,34.8,15.6,40,11.9,49.8,26.3,53.2,25.9,41.9,23.6,74.1,58.1,76.4,18.1,36.5,15.3,81.9,63.5,84.7,74.1,39.2,79.3,8.5,8.2,34.9,30.7,60.2,56.6,61.1,56.7,6,44.6,13.3,86.9,3.2,51.8,8.2
51660,Fatal Fentanyl and/or Heroin Overdose,0,51660,133.7,32.5,34.3,9538,16758,19220,22395,23615,30975,35575,38419,58,7.3,80.4,71.4,7.5,7.9,12.9,87.1,34.7,33.7,34.8,15.6,40,11.9,49.8,26.3,53.2,25.9,41.9,23.6,74.1,58.1,76.4,18.1,36.5,15.3,81.9,63.5,84.7,74.1,39.2,79.3,8.5,8.2,34.9,30.7,60.2,56.6,61.1,56.7,6,44.6,13.3,86.9,3.2,51.8,8.2
51660,Fatal Prescription Opioid Overdose,3.8,51660,133.7,32.5,34.3,9538,16758,19220,22395,23615,30975,35575,38419,58,7.3,80.4,71.4,7.5,7.9,12.9,87.1,34.7,33.7,34.8,15.6,40,11.9,49.8,26.3,53.2,25.9,41.9,23.6,74.1,58.1,76.4,18.1,36.5,15.3,81.9,63.5,84.7,74.1,39.2,79.3,8.5,8.2,34.9,30.7,60.2,56.6,61.1,56.7,6,44.6,13.3,86.9,3.2,51.8,8.2
51660,Neonatal Abstinance Syndrome,0,51660,133.7,32.5,34.3,9538,16758,19220,22395,23615,30975,35575,38419,58,7.3,80.4,71.4,7.5,7.9,12.9,87.1,34.7,33.7,34.8,15.6,40,11.9,49.8,26.3,53.2,25.9,41.9,23.6,74.1,58.1,76.4,18.1,36.5,15.3,81.9,63.5,84.7,74.1,39.2,79.3,8.5,8.2,34.9,30.7,60.2,56.6,61.1,56.7,6,44.6,13.3,86.9,3.2,51.8,8.2
51660,Reported Hepatitis C (1830 year olds),21.8,51660,133.7,32.5,34.3,9538,16758,19220,22395,23615,30975,35575,38419,58,7.3,80.4,71.4,7.5,7.9,12.9,87.1,34.7,33.7,34.8,15.6,40,11.9,49.8,26.3,53.2,25.9,41.9,23.6,74.1,58.1,76.4,18.1,36.5,15.3,81.9,63.5,84.7,74.1,39.2,79.3,8.5,8.2,34.9,30.7,60.2,56.6,61.1,56.7,6,44.6,13.3,86.9,3.2,51.8,8.2
51670,Diagnosed HIV,26.8,51670,115.6,19,15.5,1860,5647,6430,8841,9515,14230,17188,18888,27.8,2.5,41.5,40,19.3,21.5,22.2,77.8,30.5,11.3,36,29.2,58.5,20.9,40.3,30.2,43.1,18.8,50.2,9.9,81.2,49.8,90.1,33.2,42.4,30.6,66.8,57.6,69.4,54.5,30.2,61.4,29.4,18.9,41.6,35.4,41.4,29.1,45.8,55.5,8.6,53.9,39.2,79,8.7,34.1,43.5
51670,ED Heroin Overdose,26.8,51670,115.6,19,15.5,1860,5647,6430,8841,9515,14230,17188,18888,27.8,2.5,41.5,40,19.3,21.5,22.2,77.8,30.5,11.3,36,29.2,58.5,20.9,40.3,30.2,43.1,18.8,50.2,9.9,81.2,49.8,90.1,33.2,42.4,30.6,66.8,57.6,69.4,54.5,30.2,61.4,29.4,18.9,41.6,35.4,41.4,29.1,45.8,55.5,8.6,53.9,39.2,79,8.7,34.1,43.5
51670,ED Opioid Overdose,214.5,51670,115.6,19,15.5,1860,5647,6430,8841,9515,14230,17188,18888,27.8,2.5,41.5,40,19.3,21.5,22.2,77.8,30.5,11.3,36,29.2,58.5,20.9,40.3,30.2,43.1,18.8,50.2,9.9,81.2,49.8,90.1,33.2,42.4,30.6,66.8,57.6,69.4,54.5,30.2,61.4,29.4,18.9,41.6,35.4,41.4,29.1,45.8,55.5,8.6,53.9,39.2,79,8.7,34.1,43.5
51670,EMS Narcan,44.7,51670,115.6,19,15.5,1860,5647,6430,8841,9515,14230,17188,18888,27.8,2.5,41.5,40,19.3,21.5,22.2,77.8,30.5,11.3,36,29.2,58.5,20.9,40.3,30.2,43.1,18.8,50.2,9.9,81.2,49.8,90.1,33.2,42.4,30.6,66.8,57.6,69.4,54.5,30.2,61.4,29.4,18.9,41.6,35.4,41.4,29.1,45.8,55.5,8.6,53.9,39.2,79,8.7,34.1,43.5
51670,Fatal Fentanyl and/or Heroin Overdose,0,51670,115.6,19,15.5,1860,5647,6430,8841,9515,14230,17188,18888,27.8,2.5,41.5,40,19.3,21.5,22.2,77.8,30.5,11.3,36,29.2,58.5,20.9,40.3,30.2,43.1,18.8,50.2,9.9,81.2,49.8,90.1,33.2,42.4,30.6,66.8,57.6,69.4,54.5,30.2,61.4,29.4,18.9,41.6,35.4,41.4,29.1,45.8,55.5,8.6,53.9,39.2,79,8.7,34.1,43.5
51670,Fatal Prescription Opioid Overdose,8.9,51670,115.6,19,15.5,1860,5647,6430,8841,9515,14230,17188,18888,27.8,2.5,41.5,40,19.3,21.5,22.2,77.8,30.5,11.3,36,29.2,58.5,20.9,40.3,30.2,43.1,18.8,50.2,9.9,81.2,49.8,90.1,33.2,42.4,30.6,66.8,57.6,69.4,54.5,30.2,61.4,29.4,18.9,41.6,35.4,41.4,29.1,45.8,55.5,8.6,53.9,39.2,79,8.7,34.1,43.5
51670,Neonatal Abstinance Syndrome,5.7,51670,115.6,19,15.5,1860,5647,6430,8841,9515,14230,17188,18888,27.8,2.5,41.5,40,19.3,21.5,22.2,77.8,30.5,11.3,36,29.2,58.5,20.9,40.3,30.2,43.1,18.8,50.2,9.9,81.2,49.8,90.1,33.2,42.4,30.6,66.8,57.6,69.4,54.5,30.2,61.4,29.4,18.9,41.6,35.4,41.4,29.1,45.8,55.5,8.6,53.9,39.2,79,8.7,34.1,43.5
51670,Reported Hepatitis C (1830 year olds),207.6,51670,115.6,19,15.5,1860,5647,6430,8841,9515,14230,17188,18888,27.8,2.5,41.5,40,19.3,21.5,22.2,77.8,30.5,11.3,36,29.2,58.5,20.9,40.3,30.2,43.1,18.8,50.2,9.9,81.2,49.8,90.1,33.2,42.4,30.6,66.8,57.6,69.4,54.5,30.2,61.4,29.4,18.9,41.6,35.4,41.4,29.1,45.8,55.5,8.6,53.9,39.2,79,8.7,34.1,43.5
51678,Diagnosed HIV,0,51678,269,20.2,19.7,493,1096,1223,1479,1521,2159,2482,2730,36.5,6.3,41.1,44.3,11.3,9.7,8.7,91.3,35.8,43,35.1,12.5,18.3,11.9,51.8,38.7,53,18.5,38,16.6,81.5,62,83.4,29,63.4,25.7,71,36.6,74.3,76,49.3,78.5,0,22.9,100,34,38.4,0,43.1,33.7,2.7,35.6,3.4,79,1.8,13,0
51678,ED Heroin Overdose,0,51678,269,20.2,19.7,493,1096,1223,1479,1521,2159,2482,2730,36.5,6.3,41.1,44.3,11.3,9.7,8.7,91.3,35.8,43,35.1,12.5,18.3,11.9,51.8,38.7,53,18.5,38,16.6,81.5,62,83.4,29,63.4,25.7,71,36.6,74.3,76,49.3,78.5,0,22.9,100,34,38.4,0,43.1,33.7,2.7,35.6,3.4,79,1.8,13,0
51678,ED Opioid Overdose,0,51678,269,20.2,19.7,493,1096,1223,1479,1521,2159,2482,2730,36.5,6.3,41.1,44.3,11.3,9.7,8.7,91.3,35.8,43,35.1,12.5,18.3,11.9,51.8,38.7,53,18.5,38,16.6,81.5,62,83.4,29,63.4,25.7,71,36.6,74.3,76,49.3,78.5,0,22.9,100,34,38.4,0,43.1,33.7,2.7,35.6,3.4,79,1.8,13,0
51678,EMS Narcan,27.5,51678,269,20.2,19.7,493,1096,1223,1479,1521,2159,2482,2730,36.5,6.3,41.1,44.3,11.3,9.7,8.7,91.3,35.8,43,35.1,12.5,18.3,11.9,51.8,38.7,53,18.5,38,16.6,81.5,62,83.4,29,63.4,25.7,71,36.6,74.3,76,49.3,78.5,0,22.9,100,34,38.4,0,43.1,33.7,2.7,35.6,3.4,79,1.8,13,0
51678,Fatal Fentanyl and/or Heroin Overdose,0,51678,269,20.2,19.7,493,1096,1223,1479,1521,2159,2482,2730,36.5,6.3,41.1,44.3,11.3,9.7,8.7,91.3,35.8,43,35.1,12.5,18.3,11.9,51.8,38.7,53,18.5,38,16.6,81.5,62,83.4,29,63.4,25.7,71,36.6,74.3,76,49.3,78.5,0,22.9,100,34,38.4,0,43.1,33.7,2.7,35.6,3.4,79,1.8,13,0
51678,Fatal Prescription Opioid Overdose,0,51678,269,20.2,19.7,493,1096,1223,1479,1521,2159,2482,2730,36.5,6.3,41.1,44.3,11.3,9.7,8.7,91.3,35.8,43,35.1,12.5,18.3,11.9,51.8,38.7,53,18.5,38,16.6,81.5,62,83.4,29,63.4,25.7,71,36.6,74.3,76,49.3,78.5,0,22.9,100,34,38.4,0,43.1,33.7,2.7,35.6,3.4,79,1.8,13,0
51678,Neonatal Abstinance Syndrome,0,51678,269,20.2,19.7,493,1096,1223,1479,1521,2159,2482,2730,36.5,6.3,41.1,44.3,11.3,9.7,8.7,91.3,35.8,43,35.1,12.5,18.3,11.9,51.8,38.7,53,18.5,38,16.6,81.5,62,83.4,29,63.4,25.7,71,36.6,74.3,76,49.3,78.5,0,22.9,100,34,38.4,0,43.1,33.7,2.7,35.6,3.4,79,1.8,13,0
51678,Reported Hepatitis C (1830 year olds),27.2,51678,269,20.2,19.7,493,1096,1223,1479,1521,2159,2482,2730,36.5,6.3,41.1,44.3,11.3,9.7,8.7,91.3,35.8,43,35.1,12.5,18.3,11.9,51.8,38.7,53,18.5,38,16.6,81.5,62,83.4,29,63.4,25.7,71,36.6,74.3,76,49.3,78.5,0,22.9,100,34,38.4,0,43.1,33.7,2.7,35.6,3.4,79,1.8,13,0
51680,Diagnosed HIV,8.8,51680,137.6,24.8,19.1,8668,20372,24055,28842,30539,41717,49919,55289,39,2.7,61,50.3,12.5,11.9,15.7,84.3,37.8,13.5,42.3,19.6,53.8,13.2,42.6,32.6,44.5,22.2,63.2,14.6,77.8,36.8,85.4,25.3,42.1,22.2,74.7,57.9,77.8,65.4,35.3,70.9,30.2,14.3,47.9,29.9,49.6,21.9,55.8,56.8,5.2,55.3,20.5,84.6,3.8,39.6,11.5
51680,ED Heroin Overdose,0,51680,137.6,24.8,19.1,8668,20372,24055,28842,30539,41717,49919,55289,39,2.7,61,50.3,12.5,11.9,15.7,84.3,37.8,13.5,42.3,19.6,53.8,13.2,42.6,32.6,44.5,22.2,63.2,14.6,77.8,36.8,85.4,25.3,42.1,22.2,74.7,57.9,77.8,65.4,35.3,70.9,30.2,14.3,47.9,29.9,49.6,21.9,55.8,56.8,5.2,55.3,20.5,84.6,3.8,39.6,11.5
51680,ED Opioid Overdose,127.8,51680,137.6,24.8,19.1,8668,20372,24055,28842,30539,41717,49919,55289,39,2.7,61,50.3,12.5,11.9,15.7,84.3,37.8,13.5,42.3,19.6,53.8,13.2,42.6,32.6,44.5,22.2,63.2,14.6,77.8,36.8,85.4,25.3,42.1,22.2,74.7,57.9,77.8,65.4,35.3,70.9,30.2,14.3,47.9,29.9,49.6,21.9,55.8,56.8,5.2,55.3,20.5,84.6,3.8,39.6,11.5
51680,EMS Narcan,101.5,51680,137.6,24.8,19.1,8668,20372,24055,28842,30539,41717,49919,55289,39,2.7,61,50.3,12.5,11.9,15.7,84.3,37.8,13.5,42.3,19.6,53.8,13.2,42.6,32.6,44.5,22.2,63.2,14.6,77.8,36.8,85.4,25.3,42.1,22.2,74.7,57.9,77.8,65.4,35.3,70.9,30.2,14.3,47.9,29.9,49.6,21.9,55.8,56.8,5.2,55.3,20.5,84.6,3.8,39.6,11.5
51680,Fatal Fentanyl and/or Heroin Overdose,1.3,51680,137.6,24.8,19.1,8668,20372,24055,28842,30539,41717,49919,55289,39,2.7,61,50.3,12.5,11.9,15.7,84.3,37.8,13.5,42.3,19.6,53.8,13.2,42.6,32.6,44.5,22.2,63.2,14.6,77.8,36.8,85.4,25.3,42.1,22.2,74.7,57.9,77.8,65.4,35.3,70.9,30.2,14.3,47.9,29.9,49.6,21.9,55.8,56.8,5.2,55.3,20.5,84.6,3.8,39.6,11.5
51680,Fatal Prescription Opioid Overdose,2.5,51680,137.6,24.8,19.1,8668,20372,24055,28842,30539,41717,49919,55289,39,2.7,61,50.3,12.5,11.9,15.7,84.3,37.8,13.5,42.3,19.6,53.8,13.2,42.6,32.6,44.5,22.2,63.2,14.6,77.8,36.8,85.4,25.3,42.1,22.2,74.7,57.9,77.8,65.4,35.3,70.9,30.2,14.3,47.9,29.9,49.6,21.9,55.8,56.8,5.2,55.3,20.5,84.6,3.8,39.6,11.5
51680,Neonatal Abstinance Syndrome,0.9,51680,137.6,24.8,19.1,8668,20372,24055,28842,30539,41717,49919,55289,39,2.7,61,50.3,12.5,11.9,15.7,84.3,37.8,13.5,42.3,19.6,53.8,13.2,42.6,32.6,44.5,22.2,63.2,14.6,77.8,36.8,85.4,25.3,42.1,22.2,74.7,57.9,77.8,65.4,35.3,70.9,30.2,14.3,47.9,29.9,49.6,21.9,55.8,56.8,5.2,55.3,20.5,84.6,3.8,39.6,11.5
