Year,FIPS Code,Type,Rate
2014,51001,Reported Hepatitis C (18-30 year olds),133.5
2014,51003,Diagnosed HIV,6.7
2014,51003,ED Heroin Overdose,
2014,51003,ED Opioid Overdose,
2014,51003,EMS Narcan,6.7
2014,51003,Fatal Fentanyl and/or Heroin Overdose,2.9
2014,51003,Fatal Prescription Opioid Overdose,1
2014,51003,Neonatal Abstinance Syndrome,5.8
2014,51003,Reported Hepatitis C (18-30 year olds),4.8
2014,51005,Diagnosed HIV,0
2014,51005,ED Heroin Overdose,
2014,51005,ED Opioid Overdose,
2014,51005,EMS Narcan,12.6
2014,51005,Fatal Fentanyl and/or Heroin Overdose,6.3
2014,51005,Fatal Prescription Opioid Overdose,6.3
2014,51005,Neonatal Abstinance Syndrome,0
2014,51005,Reported Hepatitis C (18-30 year olds),98.9
2014,51007,Diagnosed HIV,23.3
2014,51007,ED Heroin Overdose,
2014,51007,ED Opioid Overdose,
2014,51007,EMS Narcan,23.3
2014,51007,Fatal Fentanyl and/or Heroin Overdose,0
2014,51007,Fatal Prescription Opioid Overdose,7.8
2014,51007,Neonatal Abstinance Syndrome,7.5
2014,51007,Reported Hepatitis C (18-30 year olds),54.1
2014,51009,Diagnosed HIV,12.5
2014,51009,ED Heroin Overdose,
2014,51009,ED Opioid Overdose,
2014,51009,EMS Narcan,12.5
2014,51009,Fatal Fentanyl and/or Heroin Overdose,0
2014,51009,Fatal Prescription Opioid Overdose,3.1
2014,51009,Neonatal Abstinance Syndrome,3.1
2014,51009,Reported Hepatitis C (18-30 year olds),56.8
2014,51011,Diagnosed HIV,0
2014,51011,ED Heroin Overdose,
2014,51011,ED Opioid Overdose,
2014,51011,EMS Narcan,19.6
2014,51011,Fatal Fentanyl and/or Heroin Overdose,0
2014,51011,Fatal Prescription Opioid Overdose,6.5
2014,51011,Neonatal Abstinance Syndrome,0
2014,51011,Reported Hepatitis C (18-30 year olds),136.2
2014,51013,Diagnosed HIV,19.4
2014,51013,ED Heroin Overdose,
2014,51013,ED Opioid Overdose,
2014,51013,EMS Narcan,4
2014,51013,Fatal Fentanyl and/or Heroin Overdose,2.6
2014,51013,Fatal Prescription Opioid Overdose,3.1
2014,51013,Neonatal Abstinance Syndrome,1.3
2014,51013,Reported Hepatitis C (18-30 year olds),14.1
2014,51015,Diagnosed HIV,1.4
2014,51015,ED Heroin Overdose,
2014,51015,ED Opioid Overdose,
2014,51015,EMS Narcan,9.5
2014,51015,Fatal Fentanyl and/or Heroin Overdose,4.1
2014,51015,Fatal Prescription Opioid Overdose,5.4
2014,51015,Neonatal Abstinance Syndrome,5.3
2014,51015,Reported Hepatitis C (18-30 year olds),28.2
2014,51017,Diagnosed HIV,0
2014,51017,ED Heroin Overdose,
2014,51017,ED Opioid Overdose,
2014,51017,EMS Narcan,21.9
2014,51017,Fatal Fentanyl and/or Heroin Overdose,0
2014,51017,Fatal Prescription Opioid Overdose,0
2014,51017,Neonatal Abstinance Syndrome,0
2014,51017,Reported Hepatitis C (18-30 year olds),487.8
2014,51019,Diagnosed HIV,2.6
2014,51019,ED Heroin Overdose,
2014,51019,ED Opioid Overdose,
2014,51019,EMS Narcan,0
2014,51019,Fatal Fentanyl and/or Heroin Overdose,1.3
2014,51019,Fatal Prescription Opioid Overdose,7.8
2014,51019,Neonatal Abstinance Syndrome,6.2
2014,51019,Reported Hepatitis C (18-30 year olds),68.7
2014,51021,Diagnosed HIV,15.1
2014,51021,ED Heroin Overdose,
2014,51021,ED Opioid Overdose,
2014,51021,EMS Narcan,0
2014,51021,Fatal Fentanyl and/or Heroin Overdose,0
2014,51021,Fatal Prescription Opioid Overdose,0
2014,51021,Neonatal Abstinance Syndrome,42.6
2014,51021,Reported Hepatitis C (18-30 year olds),1103.8
2014,51023,Diagnosed HIV,3
2014,51023,ED Heroin Overdose,
2014,51023,ED Opioid Overdose,
2014,51023,EMS Narcan,21.1
2014,51023,Fatal Fentanyl and/or Heroin Overdose,9.1
2014,51023,Fatal Prescription Opioid Overdose,6
2014,51023,Neonatal Abstinance Syndrome,0
2014,51023,Reported Hepatitis C (18-30 year olds),249.2
2014,51025,Diagnosed HIV,36.4
2014,51025,ED Heroin Overdose,
2014,51025,ED Opioid Overdose,
2014,51025,EMS Narcan,18.2
2014,51025,Fatal Fentanyl and/or Heroin Overdose,0
2014,51025,Fatal Prescription Opioid Overdose,0
2014,51025,Neonatal Abstinance Syndrome,0
2014,51025,Reported Hepatitis C (18-30 year olds),141.7
2014,51027,Diagnosed HIV,0
2014,51027,ED Heroin Overdose,
2014,51027,ED Opioid Overdose,
2014,51027,EMS Narcan,4.3
2014,51027,Fatal Fentanyl and/or Heroin Overdose,0
2014,51027,Fatal Prescription Opioid Overdose,34.6
2014,51027,Neonatal Abstinance Syndrome,27.3
2014,51027,Reported Hepatitis C (18-30 year olds),267.9
2014,51029,Diagnosed HIV,5.9
2014,51029,ED Heroin Overdose,
2014,51029,ED Opioid Overdose,
2014,51029,EMS Narcan,0
2014,51029,Fatal Fentanyl and/or Heroin Overdose,0
2014,51029,Fatal Prescription Opioid Overdose,0
2014,51029,Neonatal Abstinance Syndrome,6.7
2014,51029,Reported Hepatitis C (18-30 year olds),182.9
2014,51031,Diagnosed HIV,3.6
2014,51031,ED Heroin Overdose,
2014,51031,ED Opioid Overdose,
2014,51031,EMS Narcan,5.5
2014,51031,Fatal Fentanyl and/or Heroin Overdose,5.5
2014,51031,Fatal Prescription Opioid Overdose,1.8
2014,51031,Neonatal Abstinance Syndrome,2.3
2014,51031,Reported Hepatitis C (18-30 year olds),43.6
2014,51033,Diagnosed HIV,10.1
2014,51033,ED Heroin Overdose,
2014,51033,ED Opioid Overdose,
2014,51033,EMS Narcan,0
2014,51033,Fatal Fentanyl and/or Heroin Overdose,0
2014,51033,Fatal Prescription Opioid Overdose,10.1
2014,51033,Neonatal Abstinance Syndrome,10.1
2014,51033,Reported Hepatitis C (18-30 year olds),65.1
2014,51035,Diagnosed HIV,6.8
2014,51035,ED Heroin Overdose,
2014,51035,ED Opioid Overdose,
2014,51035,EMS Narcan,60.8
2014,51035,Fatal Fentanyl and/or Heroin Overdose,6.8
2014,51035,Fatal Prescription Opioid Overdose,30.4
2014,51035,Neonatal Abstinance Syndrome,7.4
2014,51035,Reported Hepatitis C (18-30 year olds),292.4
2014,51036,Diagnosed HIV,14.2
2014,51036,ED Heroin Overdose,
2014,51036,ED Opioid Overdose,
2014,51036,EMS Narcan,0
2014,51036,Fatal Fentanyl and/or Heroin Overdose,0
2014,51036,Fatal Prescription Opioid Overdose,0
2014,51036,Neonatal Abstinance Syndrome,0
2014,51036,Reported Hepatitis C (18-30 year olds),0
2014,51037,Diagnosed HIV,16.4
2014,51037,ED Heroin Overdose,
2014,51037,ED Opioid Overdose,
2014,51037,EMS Narcan,24.5
2014,51037,Fatal Fentanyl and/or Heroin Overdose,0
2014,51037,Fatal Prescription Opioid Overdose,0
2014,51037,Neonatal Abstinance Syndrome,0
2014,51037,Reported Hepatitis C (18-30 year olds),0
2014,51041,Diagnosed HIV,8.7
2014,51041,ED Heroin Overdose,
2014,51041,ED Opioid Overdose,
2014,51041,EMS Narcan,31
2014,51041,Fatal Fentanyl and/or Heroin Overdose,3.3
2014,51041,Fatal Prescription Opioid Overdose,4.8
2014,51041,Neonatal Abstinance Syndrome,5.3
2014,51041,Reported Hepatitis C (18-30 year olds),84
2014,51043,Diagnosed HIV,0
2014,51043,ED Heroin Overdose,
2014,51043,ED Opioid Overdose,
2014,51043,EMS Narcan,20.8
2014,51043,Fatal Fentanyl and/or Heroin Overdose,0
2014,51043,Fatal Prescription Opioid Overdose,13.9
2014,51043,Neonatal Abstinance Syndrome,15.2
2014,51043,Reported Hepatitis C (18-30 year olds),262.1
2014,51045,Diagnosed HIV,0
2014,51045,ED Heroin Overdose,
2014,51045,ED Opioid Overdose,
2014,51045,EMS Narcan,19.1
2014,51045,Fatal Fentanyl and/or Heroin Overdose,0
2014,51045,Fatal Prescription Opioid Overdose,0
2014,51045,Neonatal Abstinance Syndrome,0
2014,51045,Reported Hepatitis C (18-30 year olds),0
2014,51047,Diagnosed HIV,2
2014,51047,ED Heroin Overdose,
2014,51047,ED Opioid Overdose,
2014,51047,EMS Narcan,79.3
2014,51047,Fatal Fentanyl and/or Heroin Overdose,10.2
2014,51047,Fatal Prescription Opioid Overdose,12.2
2014,51047,Neonatal Abstinance Syndrome,6.2
2014,51047,Reported Hepatitis C (18-30 year olds),341.3
2014,51049,Diagnosed HIV,10.2
2014,51049,ED Heroin Overdose,
2014,51049,ED Opioid Overdose,
2014,51049,EMS Narcan,0
2014,51049,Fatal Fentanyl and/or Heroin Overdose,0
2014,51049,Fatal Prescription Opioid Overdose,0
2014,51049,Neonatal Abstinance Syndrome,0
2014,51049,Reported Hepatitis C (18-30 year olds),0
2014,51051,Diagnosed HIV,0
2014,51051,ED Heroin Overdose,
2014,51051,ED Opioid Overdose,
2014,51051,EMS Narcan,91.5
2014,51051,Fatal Fentanyl and/or Heroin Overdose,0
2014,51051,Fatal Prescription Opioid Overdose,32.7
2014,51051,Neonatal Abstinance Syndrome,34.5
2014,51051,Reported Hepatitis C (18-30 year olds),795.5
2014,51053,Diagnosed HIV,3.6
2014,51053,ED Heroin Overdose,
2014,51053,ED Opioid Overdose,
2014,51053,EMS Narcan,32.3
2014,51053,Fatal Fentanyl and/or Heroin Overdose,0
2014,51053,Fatal Prescription Opioid Overdose,0
2014,51053,Neonatal Abstinance Syndrome,0
2014,51053,Reported Hepatitis C (18-30 year olds),45.2
2014,51057,Diagnosed HIV,18
2014,51057,ED Heroin Overdose,
2014,51057,ED Opioid Overdose,
2014,51057,EMS Narcan,18
2014,51057,Fatal Fentanyl and/or Heroin Overdose,0
2014,51057,Fatal Prescription Opioid Overdose,0
2014,51057,Neonatal Abstinance Syndrome,8.1
2014,51057,Reported Hepatitis C (18-30 year olds),0
2014,51059,Diagnosed HIV,10.8
2014,51059,ED Heroin Overdose,
2014,51059,ED Opioid Overdose,
2014,51059,EMS Narcan,13.9
2014,51059,Fatal Fentanyl and/or Heroin Overdose,3
2014,51059,Fatal Prescription Opioid Overdose,2.6
2014,51059,Neonatal Abstinance Syndrome,1.1
2014,51059,Reported Hepatitis C (18-30 year olds),14.4
2014,51061,Diagnosed HIV,1.5
2014,51061,ED Heroin Overdose,
2014,51061,ED Opioid Overdose,
2014,51061,EMS Narcan,65.9
2014,51061,Fatal Fentanyl and/or Heroin Overdose,4.4
2014,51061,Fatal Prescription Opioid Overdose,8.8
2014,51061,Neonatal Abstinance Syndrome,16.2
2014,51061,Reported Hepatitis C (18-30 year olds),51.7
2014,51063,Diagnosed HIV,6.4
2014,51063,ED Heroin Overdose,
2014,51063,ED Opioid Overdose,
2014,51063,EMS Narcan,38.5
2014,51063,Fatal Fentanyl and/or Heroin Overdose,6.4
2014,51063,Fatal Prescription Opioid Overdose,0
2014,51063,Neonatal Abstinance Syndrome,15.9
2014,51063,Reported Hepatitis C (18-30 year olds),471.5
2014,51065,Diagnosed HIV,11.5
2014,51065,ED Heroin Overdose,
2014,51065,ED Opioid Overdose,
2014,51065,EMS Narcan,19.2
2014,51065,Fatal Fentanyl and/or Heroin Overdose,3.8
2014,51065,Fatal Prescription Opioid Overdose,3.8
2014,51065,Neonatal Abstinance Syndrome,7.5
2014,51065,Reported Hepatitis C (18-30 year olds),0
2014,51067,Diagnosed HIV,3.5
2014,51067,ED Heroin Overdose,
2014,51067,ED Opioid Overdose,
2014,51067,EMS Narcan,19.5
2014,51067,Fatal Fentanyl and/or Heroin Overdose,3.5
2014,51067,Fatal Prescription Opioid Overdose,8.9
2014,51067,Neonatal Abstinance Syndrome,10.2
2014,51067,Reported Hepatitis C (18-30 year olds),170.5
2014,51069,Diagnosed HIV,7.3
2014,51069,ED Heroin Overdose,
2014,51069,ED Opioid Overdose,
2014,51069,EMS Narcan,31.6
2014,51069,Fatal Fentanyl and/or Heroin Overdose,12.1
2014,51069,Fatal Prescription Opioid Overdose,18.2
2014,51069,Neonatal Abstinance Syndrome,14.6
2014,51069,Reported Hepatitis C (18-30 year olds),198.8
2014,51071,Diagnosed HIV,17.8
2014,51071,ED Heroin Overdose,
2014,51071,ED Opioid Overdose,
2014,51071,EMS Narcan,29.7
2014,51071,Fatal Fentanyl and/or Heroin Overdose,5.9
2014,51071,Fatal Prescription Opioid Overdose,11.9
2014,51071,Neonatal Abstinance Syndrome,59.5
2014,51071,Reported Hepatitis C (18-30 year olds),348.6
2014,51073,Diagnosed HIV,0
2014,51073,ED Heroin Overdose,
2014,51073,ED Opioid Overdose,
2014,51073,EMS Narcan,35
2014,51073,Fatal Fentanyl and/or Heroin Overdose,0
2014,51073,Fatal Prescription Opioid Overdose,8.1
2014,51073,Neonatal Abstinance Syndrome,2.7
2014,51073,Reported Hepatitis C (18-30 year olds),127.2
2014,51075,Diagnosed HIV,4.6
2014,51075,ED Heroin Overdose,
2014,51075,ED Opioid Overdose,
2014,51075,EMS Narcan,9.1
2014,51075,Fatal Fentanyl and/or Heroin Overdose,4.6
2014,51075,Fatal Prescription Opioid Overdose,4.6
2014,51075,Neonatal Abstinance Syndrome,0
2014,51075,Reported Hepatitis C (18-30 year olds),78.7
2014,51077,Diagnosed HIV,13.3
2014,51077,ED Heroin Overdose,
2014,51077,ED Opioid Overdose,
2014,51077,EMS Narcan,0
2014,51077,Fatal Fentanyl and/or Heroin Overdose,0
2014,51077,Fatal Prescription Opioid Overdose,0
2014,51077,Neonatal Abstinance Syndrome,0
2014,51077,Reported Hepatitis C (18-30 year olds),744.7
2014,51079,Diagnosed HIV,10.5
2014,51079,ED Heroin Overdose,
2014,51079,ED Opioid Overdose,
2014,51079,EMS Narcan,10.5
2014,51079,Fatal Fentanyl and/or Heroin Overdose,0
2014,51079,Fatal Prescription Opioid Overdose,0
2014,51079,Neonatal Abstinance Syndrome,9.1
2014,51079,Reported Hepatitis C (18-30 year olds),0
2014,51081,Diagnosed HIV,25.7
2014,51081,ED Heroin Overdose,
2014,51081,ED Opioid Overdose,
2014,51081,EMS Narcan,0
2014,51081,Fatal Fentanyl and/or Heroin Overdose,0
2014,51081,Fatal Prescription Opioid Overdose,0
2014,51081,Neonatal Abstinance Syndrome,6.7
2014,51081,Reported Hepatitis C (18-30 year olds),96.6
2014,51083,Diagnosed HIV,5.7
2014,51083,ED Heroin Overdose,
2014,51083,ED Opioid Overdose,
2014,51083,EMS Narcan,25.6
2014,51083,Fatal Fentanyl and/or Heroin Overdose,0
2014,51083,Fatal Prescription Opioid Overdose,0
2014,51083,Neonatal Abstinance Syndrome,5.6
2014,51083,Reported Hepatitis C (18-30 year olds),20.6
2014,51085,Diagnosed HIV,3.9
2014,51085,ED Heroin Overdose,
2014,51085,ED Opioid Overdose,
2014,51085,EMS Narcan,49.1
2014,51085,Fatal Fentanyl and/or Heroin Overdose,5.9
2014,51085,Fatal Prescription Opioid Overdose,2
2014,51085,Neonatal Abstinance Syndrome,5.3
2014,51085,Reported Hepatitis C (18-30 year olds),60.6
2014,51087,Diagnosed HIV,10.3
2014,51087,ED Heroin Overdose,
2014,51087,ED Opioid Overdose,
2014,51087,EMS Narcan,40.7
2014,51087,Fatal Fentanyl and/or Heroin Overdose,6.8
2014,51087,Fatal Prescription Opioid Overdose,2.5
2014,51087,Neonatal Abstinance Syndrome,3.2
2014,51087,Reported Hepatitis C (18-30 year olds),78.3
2014,51089,Diagnosed HIV,7.7
2014,51089,ED Heroin Overdose,
2014,51089,ED Opioid Overdose,
2014,51089,EMS Narcan,49.9
2014,51089,Fatal Fentanyl and/or Heroin Overdose,3.8
2014,51089,Fatal Prescription Opioid Overdose,15.4
2014,51089,Neonatal Abstinance Syndrome,22
2014,51089,Reported Hepatitis C (18-30 year olds),114.4
2014,51091,Diagnosed HIV,44.5
2014,51091,ED Heroin Overdose,
2014,51091,ED Opioid Overdose,
2014,51091,EMS Narcan,44.5
2014,51091,Fatal Fentanyl and/or Heroin Overdose,0
2014,51091,Fatal Prescription Opioid Overdose,0
2014,51091,Neonatal Abstinance Syndrome,0
2014,51091,Reported Hepatitis C (18-30 year olds),0
2014,51093,Diagnosed HIV,25
2014,51093,ED Heroin Overdose,
2014,51093,ED Opioid Overdose,
2014,51093,EMS Narcan,30.5
2014,51093,Fatal Fentanyl and/or Heroin Overdose,0
2014,51093,Fatal Prescription Opioid Overdose,0
2014,51093,Neonatal Abstinance Syndrome,0
2014,51093,Reported Hepatitis C (18-30 year olds),59.5
2014,51095,Diagnosed HIV,8.3
2014,51095,ED Heroin Overdose,
2014,51095,ED Opioid Overdose,
2014,51095,EMS Narcan,2.8
2014,51095,Fatal Fentanyl and/or Heroin Overdose,1.4
2014,51095,Fatal Prescription Opioid Overdose,2.8
2014,51095,Neonatal Abstinance Syndrome,0
2014,51095,Reported Hepatitis C (18-30 year olds),30.2
2014,51097,Diagnosed HIV,0
2014,51097,ED Heroin Overdose,
2014,51097,ED Opioid Overdose,
2014,51097,EMS Narcan,0
2014,51097,Fatal Fentanyl and/or Heroin Overdose,0
2014,51097,Fatal Prescription Opioid Overdose,0
2014,51097,Neonatal Abstinance Syndrome,0
2014,51097,Reported Hepatitis C (18-30 year olds),0
2014,51099,Diagnosed HIV,3.9
2014,51099,ED Heroin Overdose,
2014,51099,ED Opioid Overdose,
2014,51099,EMS Narcan,35.5
2014,51099,Fatal Fentanyl and/or Heroin Overdose,11.8
2014,51099,Fatal Prescription Opioid Overdose,3.9
2014,51099,Neonatal Abstinance Syndrome,10.3
2014,51099,Reported Hepatitis C (18-30 year olds),73.5
2014,51101,Diagnosed HIV,0
2014,51101,ED Heroin Overdose,
2014,51101,ED Opioid Overdose,
2014,51101,EMS Narcan,30.9
2014,51101,Fatal Fentanyl and/or Heroin Overdose,0
2014,51101,Fatal Prescription Opioid Overdose,0
2014,51101,Neonatal Abstinance Syndrome,5.7
2014,51101,Reported Hepatitis C (18-30 year olds),82.6
2014,51103,Diagnosed HIV,0
2014,51103,ED Heroin Overdose,
2014,51103,ED Opioid Overdose,
2014,51103,EMS Narcan,18.1
2014,51103,Fatal Fentanyl and/or Heroin Overdose,0
2014,51103,Fatal Prescription Opioid Overdose,9.1
2014,51103,Neonatal Abstinance Syndrome,0
2014,51103,Reported Hepatitis C (18-30 year olds),84.2
2014,51105,Diagnosed HIV,0
2014,51105,ED Heroin Overdose,
2014,51105,ED Opioid Overdose,
2014,51105,EMS Narcan,4
2014,51105,Fatal Fentanyl and/or Heroin Overdose,0
2014,51105,Fatal Prescription Opioid Overdose,24
2014,51105,Neonatal Abstinance Syndrome,71.8
2014,51105,Reported Hepatitis C (18-30 year olds),382.6
2014,51107,Diagnosed HIV,3.3
2014,51107,ED Heroin Overdose,
2014,51107,ED Opioid Overdose,
2014,51107,EMS Narcan,14.6
2014,51107,Fatal Fentanyl and/or Heroin Overdose,3.6
2014,51107,Fatal Prescription Opioid Overdose,4.4
2014,51107,Neonatal Abstinance Syndrome,0.4
2014,51107,Reported Hepatitis C (18-30 year olds),24.3
2014,51109,Diagnosed HIV,5.8
2014,51109,ED Heroin Overdose,
2014,51109,ED Opioid Overdose,
2014,51109,EMS Narcan,37.8
2014,51109,Fatal Fentanyl and/or Heroin Overdose,2.9
2014,51109,Fatal Prescription Opioid Overdose,0
2014,51109,Neonatal Abstinance Syndrome,5.6
2014,51109,Reported Hepatitis C (18-30 year olds),21.1
2014,51111,Diagnosed HIV,0
2014,51111,ED Heroin Overdose,
2014,51111,ED Opioid Overdose,
2014,51111,EMS Narcan,24.1
2014,51111,Fatal Fentanyl and/or Heroin Overdose,0
2014,51111,Fatal Prescription Opioid Overdose,8
2014,51111,Neonatal Abstinance Syndrome,0
2014,51111,Reported Hepatitis C (18-30 year olds),55.9
2014,51113,Diagnosed HIV,0
2014,51113,ED Heroin Overdose,
2014,51113,ED Opioid Overdose,
2014,51113,EMS Narcan,0
2014,51113,Fatal Fentanyl and/or Heroin Overdose,0
2014,51113,Fatal Prescription Opioid Overdose,7.6
2014,51113,Neonatal Abstinance Syndrome,0
2014,51113,Reported Hepatitis C (18-30 year olds),0
2014,51115,Diagnosed HIV,22.6
2014,51115,ED Heroin Overdose,
2014,51115,ED Opioid Overdose,
2014,51115,EMS Narcan,0
2014,51115,Fatal Fentanyl and/or Heroin Overdose,11.3
2014,51115,Fatal Prescription Opioid Overdose,22.6
2014,51115,Neonatal Abstinance Syndrome,0
2014,51115,Reported Hepatitis C (18-30 year olds),197.8
2014,51117,Diagnosed HIV,3.2
2014,51117,ED Heroin Overdose,
2014,51117,ED Opioid Overdose,
2014,51117,EMS Narcan,38.5
2014,51117,Fatal Fentanyl and/or Heroin Overdose,3.2
2014,51117,Fatal Prescription Opioid Overdose,3.2
2014,51117,Neonatal Abstinance Syndrome,6.9
2014,51117,Reported Hepatitis C (18-30 year olds),99.6
2014,51119,Diagnosed HIV,9.3
2014,51119,ED Heroin Overdose,
2014,51119,ED Opioid Overdose,
2014,51119,EMS Narcan,28
2014,51119,Fatal Fentanyl and/or Heroin Overdose,0
2014,51119,Fatal Prescription Opioid Overdose,9.3
2014,51119,Neonatal Abstinance Syndrome,0
2014,51119,Reported Hepatitis C (18-30 year olds),0
2014,51121,Diagnosed HIV,1
2014,51121,ED Heroin Overdose,
2014,51121,ED Opioid Overdose,
2014,51121,EMS Narcan,7.2
2014,51121,Fatal Fentanyl and/or Heroin Overdose,1
2014,51121,Fatal Prescription Opioid Overdose,6.2
2014,51121,Neonatal Abstinance Syndrome,17.9
2014,51121,Reported Hepatitis C (18-30 year olds),48.5
2014,51125,Diagnosed HIV,0
2014,51125,ED Heroin Overdose,
2014,51125,ED Opioid Overdose,
2014,51125,EMS Narcan,20.2
2014,51125,Fatal Fentanyl and/or Heroin Overdose,6.7
2014,51125,Fatal Prescription Opioid Overdose,6.7
2014,51125,Neonatal Abstinance Syndrome,29.4
2014,51125,Reported Hepatitis C (18-30 year olds),55.1
2014,51127,Diagnosed HIV,5
2014,51127,ED Heroin Overdose,
2014,51127,ED Opioid Overdose,
2014,51127,EMS Narcan,10
2014,51127,Fatal Fentanyl and/or Heroin Overdose,5
2014,51127,Fatal Prescription Opioid Overdose,5
2014,51127,Neonatal Abstinance Syndrome,0
2014,51127,Reported Hepatitis C (18-30 year olds),174.2
2014,51131,Diagnosed HIV,8.3
2014,51131,ED Heroin Overdose,
2014,51131,ED Opioid Overdose,
2014,51131,EMS Narcan,0
2014,51131,Fatal Fentanyl and/or Heroin Overdose,0
2014,51131,Fatal Prescription Opioid Overdose,8.3
2014,51131,Neonatal Abstinance Syndrome,0
2014,51131,Reported Hepatitis C (18-30 year olds),0
2014,51133,Diagnosed HIV,0
2014,51133,ED Heroin Overdose,
2014,51133,ED Opioid Overdose,
2014,51133,EMS Narcan,16.3
2014,51133,Fatal Fentanyl and/or Heroin Overdose,8.2
2014,51133,Fatal Prescription Opioid Overdose,0
2014,51133,Neonatal Abstinance Syndrome,0
2014,51133,Reported Hepatitis C (18-30 year olds),0
2014,51135,Diagnosed HIV,19.3
2014,51135,ED Heroin Overdose,
2014,51135,ED Opioid Overdose,
2014,51135,EMS Narcan,0
2014,51135,Fatal Fentanyl and/or Heroin Overdose,0
2014,51135,Fatal Prescription Opioid Overdose,0
2014,51135,Neonatal Abstinance Syndrome,0
2014,51135,Reported Hepatitis C (18-30 year olds),193.8
2014,51137,Diagnosed HIV,2.9
2014,51137,ED Heroin Overdose,
2014,51137,ED Opioid Overdose,
2014,51137,EMS Narcan,0
2014,51137,Fatal Fentanyl and/or Heroin Overdose,17.1
2014,51137,Fatal Prescription Opioid Overdose,22.8
2014,51137,Neonatal Abstinance Syndrome,12.4
2014,51137,Reported Hepatitis C (18-30 year olds),183.7
2014,51139,Diagnosed HIV,0
2014,51139,ED Heroin Overdose,
2014,51139,ED Opioid Overdose,
2014,51139,EMS Narcan,41.9
2014,51139,Fatal Fentanyl and/or Heroin Overdose,8.4
2014,51139,Fatal Prescription Opioid Overdose,21
2014,51139,Neonatal Abstinance Syndrome,30.6
2014,51139,Reported Hepatitis C (18-30 year olds),180.1
2014,51141,Diagnosed HIV,0
2014,51141,ED Heroin Overdose,
2014,51141,ED Opioid Overdose,
2014,51141,EMS Narcan,21.9
2014,51141,Fatal Fentanyl and/or Heroin Overdose,0
2014,51141,Fatal Prescription Opioid Overdose,11
2014,51141,Neonatal Abstinance Syndrome,0
2014,51141,Reported Hepatitis C (18-30 year olds),93.2
2014,51143,Diagnosed HIV,0
2014,51143,ED Heroin Overdose,
2014,51143,ED Opioid Overdose,
2014,51143,EMS Narcan,4.8
2014,51143,Fatal Fentanyl and/or Heroin Overdose,0
2014,51143,Fatal Prescription Opioid Overdose,3.2
2014,51143,Neonatal Abstinance Syndrome,4.5
2014,51143,Reported Hepatitis C (18-30 year olds),83.4
2014,51145,Diagnosed HIV,10.5
2014,51145,ED Heroin Overdose,
2014,51145,ED Opioid Overdose,
2014,51145,EMS Narcan,45.7
2014,51145,Fatal Fentanyl and/or Heroin Overdose,0
2014,51145,Fatal Prescription Opioid Overdose,7
2014,51145,Neonatal Abstinance Syndrome,0
2014,51145,Reported Hepatitis C (18-30 year olds),195.5
2014,51147,Diagnosed HIV,0
2014,51147,ED Heroin Overdose,
2014,51147,ED Opioid Overdose,
2014,51147,EMS Narcan,13
2014,51147,Fatal Fentanyl and/or Heroin Overdose,0
2014,51147,Fatal Prescription Opioid Overdose,0
2014,51147,Neonatal Abstinance Syndrome,4.3
2014,51147,Reported Hepatitis C (18-30 year olds),0
2014,51149,Diagnosed HIV,10.7
2014,51149,ED Heroin Overdose,
2014,51149,ED Opioid Overdose,
2014,51149,EMS Narcan,8
2014,51149,Fatal Fentanyl and/or Heroin Overdose,0
2014,51149,Fatal Prescription Opioid Overdose,2.7
2014,51149,Neonatal Abstinance Syndrome,0
2014,51149,Reported Hepatitis C (18-30 year olds),58.7
2014,51153,Diagnosed HIV,6.7
2014,51153,ED Heroin Overdose,
2014,51153,ED Opioid Overdose,
2014,51153,EMS Narcan,0
2014,51153,Fatal Fentanyl and/or Heroin Overdose,3.6
2014,51153,Fatal Prescription Opioid Overdose,4.9
2014,51153,Neonatal Abstinance Syndrome,3.2
2014,51153,Reported Hepatitis C (18-30 year olds),30.3
2014,51155,Diagnosed HIV,5.8
2014,51155,ED Heroin Overdose,
2014,51155,ED Opioid Overdose,
2014,51155,EMS Narcan,0
2014,51155,Fatal Fentanyl and/or Heroin Overdose,0
2014,51155,Fatal Prescription Opioid Overdose,26.2
2014,51155,Neonatal Abstinance Syndrome,65
2014,51155,Reported Hepatitis C (18-30 year olds),577
2014,51157,Diagnosed HIV,0
2014,51157,ED Heroin Overdose,
2014,51157,ED Opioid Overdose,
2014,51157,EMS Narcan,40.8
2014,51157,Fatal Fentanyl and/or Heroin Overdose,13.6
2014,51157,Fatal Prescription Opioid Overdose,13.6
2014,51157,Neonatal Abstinance Syndrome,0
2014,51157,Reported Hepatitis C (18-30 year olds),108.7
2014,51159,Diagnosed HIV,0
2014,51159,ED Heroin Overdose,
2014,51159,ED Opioid Overdose,
2014,51159,EMS Narcan,22.5
2014,51159,Fatal Fentanyl and/or Heroin Overdose,0
2014,51159,Fatal Prescription Opioid Overdose,0
2014,51159,Neonatal Abstinance Syndrome,0
2014,51159,Reported Hepatitis C (18-30 year olds),144.8
2014,51161,Diagnosed HIV,10.7
2014,51161,ED Heroin Overdose,
2014,51161,ED Opioid Overdose,
2014,51161,EMS Narcan,34.1
2014,51161,Fatal Fentanyl and/or Heroin Overdose,9.6
2014,51161,Fatal Prescription Opioid Overdose,8.5
2014,51161,Neonatal Abstinance Syndrome,2.6
2014,51161,Reported Hepatitis C (18-30 year olds),259.5
