Year,FIPS Code,Locality,Source,Type,Case Count Display,Rate,VDH Health District,VDH Health District Case Count Display,VDH Health District Case Rate,VDH Health Region,VDH Health Region Case Count Display,VDH Health Region Case Rate,Virginia Hospital & Healthcare Preparedness Region,Virginia Hospital & Healthcare Preparedness Region Case Count Display,Virginia Hospital & Healthcare Preparedness Region Case Rate,Virginia Department of Emergency Management Region,Virginia Department of Emergency Management Region Case Count Display,Virginia Department of Emergency Management Region Case Rate,Community Service Board,Community Service Board Case Count Display,Community Service Board Case Rate,Virginia State Police Division,Virginia State Police Division Case Count Display,Virginia State Police Division Case Rate,Virginia State,Virginia State Case Count Display,Virginia State Case Rate
2014,51181,Surry,HIV,Diagnosed HIV,*,14.7,Crater,33,21.2,Central,203,14.4,Central,203,14.4,Tidewater,327,18.1,District 19 Community Services Board,36,20.7,VSP Division 5,336,18.5,Virginia State,919,11
2014,51183,Sussex,HIV,Diagnosed HIV,*,17,Crater,33,21.2,Central,203,14.4,Central,203,14.4,Richmond,197,15.1,District 19 Community Services Board,36,20.7,VSP Division 5,336,18.5,Virginia State,919,11
2014,51185,Tazewell,HIV,Diagnosed HIV,*,2.3,Cumberland Plateau,*,0.9,Southwest,86,6.3,Far Southwest,12,3.3,Southwest,20,4.3,Cumberland Mountain Community Services,*,1.1,VSP Division 4,19,4.3,Virginia State,919,11
2014,51187,Warren,HIV,Diagnosed HIV,0,0,Lord Fairfax,10,4.3,Northwest,62,4.8,Northwest,40,4.6,Culpeper,31,4.6,Northwestern Community Services,10,4.3,VSP Division 2,32,3.8,Virginia State,919,11
2014,51191,Washington,HIV,Diagnosed HIV,*,1.8,Mount Rogers,11,5.8,Southwest,86,6.3,Far Southwest,12,3.3,Southwest,20,4.3,Highlands Community Services,*,2.8,VSP Division 4,19,4.3,Virginia State,919,11
2014,51193,Westmoreland,HIV,Diagnosed HIV,*,11.4,Three Rivers,7,5,Eastern,328,17.8,Eastern,328,17.8,Tidewater,327,18.1,Middle Peninsula-Northern Neck Community Services Board,7,5,VSP Division 1,194,13.9,Virginia State,919,11
2014,51195,Wise,HIV,Diagnosed HIV,*,5,Lenowisco,*,2.2,Southwest,86,6.3,Far Southwest,12,3.3,Southwest,20,4.3,Planning District One Behavioral Health Services,*,2.2,VSP Division 4,19,4.3,Virginia State,919,11
2014,51197,Wythe,HIV,Diagnosed HIV,*,3.4,Mount Rogers,11,5.8,Southwest,86,6.3,Far Southwest,12,3.3,Southwest,20,4.3,Mount Rogers Community Services Board,9,7.6,VSP Division 4,19,4.3,Virginia State,919,11
2014,51199,York,HIV,Diagnosed HIV,*,1.5,Peninsula,49,14.1,Eastern,328,17.8,Eastern,328,17.8,Tidewater,327,18.1,Colonial Behavioral Health,9,5.4,VSP Division 5,336,18.5,Virginia State,919,11
2014,51510,Alexandria,HIV,Diagnosed HIV,28,18.6,Alexandria,28,18.6,Northern,240,9.9,Northern,262,9.2,Northern Virginia,247,9.7,Alexandria Community Services Board,28,18.6,VSP Division 7,240,9.9,Virginia State,919,11
2014,51520,Bristol,HIV,Diagnosed HIV,*,5.8,Mount Rogers,11,5.8,Southwest,86,6.3,Far Southwest,12,3.3,Southwest,20,4.3,Highlands Community Services,*,2.8,VSP Division 4,19,4.3,Virginia State,919,11
2014,51530,Buena Vista City,HIV,Diagnosed HIV,0,0,Central Shenandoah,8,2.7,Northwest,62,4.8,Northwest,40,4.6,Roanoke Area,52,6.9,Rockbridge Area Community Services,*,2.5,VSP Division 6,53,6.8,Virginia State,919,11
2014,51540,Charlottesville,HIV,Diagnosed HIV,6,13.2,Thomas Jefferson,20,8.2,Northwest,62,4.8,Northwest,40,4.6,Central Virginia,45,5.9,Region Ten Community Services Board,20,8.2,VSP Division 3,45,6.9,Virginia State,919,11
2014,51550,Chesapeake,HIV,Diagnosed HIV,26,11.1,Chesapeake,26,11.1,Eastern,328,17.8,Eastern,328,17.8,Tidewater,327,18.1,Chesapeake Integrated Behavioral Healthcare,26,11.1,VSP Division 5,336,18.5,Virginia State,919,11
2014,51570,Colonial Heights,HIV,Diagnosed HIV,*,16.9,Chesterfield,35,9.2,Central,203,14.4,Central,203,14.4,Richmond,197,15.1,District 19 Community Services Board,36,20.7,VSP Division 1,194,13.9,Virginia State,919,11
2014,51580,Covington,HIV,Diagnosed HIV,0,0,Alleghany,11,6.1,Southwest,86,6.3,Near Southwest,74,7.5,Roanoke Area,52,6.9,Alleghany Highlands Community Services Board,0,0,VSP Division 6,53,6.8,Virginia State,919,11
2014,51590,Danville,HIV,Diagnosed HIV,*,9.4,Pittsylvania-Danville,*,3.8,Southwest,86,6.3,Near Southwest,74,7.5,Roanoke Area,52,6.9,Danville-Pittsylvania Community Services,*,3.8,VSP Division 6,53,6.8,Virginia State,919,11
2014,51595,Emporia,HIV,Diagnosed HIV,0,0,Crater,33,21.2,Central,203,14.4,Central,203,14.4,Richmond,197,15.1,District 19 Community Services Board,36,20.7,VSP Division 5,336,18.5,Virginia State,919,11
2014,51600,Fairfax City,HIV,Diagnosed HIV,0,0,Fairfax,125,10.6,Northern,240,9.9,Northern,262,9.2,Northern Virginia,247,9.7,Fairfax- Falls Church Community Services Board,125,10.6,VSP Division 7,240,9.9,Virginia State,919,11
2014,51610,Falls Church,HIV,Diagnosed HIV,*,14.7,Fairfax,125,10.6,Northern,240,9.9,Northern,262,9.2,Northern Virginia,247,9.7,Fairfax- Falls Church Community Services Board,125,10.6,VSP Division 7,240,9.9,Virginia State,919,11
2014,51620,Franklin City,HIV,Diagnosed HIV,*,11.7,Western Tidewater,29,19.4,Eastern,328,17.8,Eastern,328,17.8,Tidewater,327,18.1,Western Tidewater Community Services Board,29,19.4,VSP Division 5,336,18.5,Virginia State,919,11
2014,51630,Fredericksburg,HIV,Diagnosed HIV,*,7.1,Rappahannock,21,6,Northwest,62,4.8,Northern,262,9.2,Culpeper,31,4.6,Rappahannock Area Community Services Board,21,6,VSP Division 2,32,3.8,Virginia State,919,11
2014,51640,Galax,HIV,Diagnosed HIV,*,14.3,Mount Rogers,11,5.8,Southwest,86,6.3,Far Southwest,12,3.3,Southwest,20,4.3,Mount Rogers Community Services Board,9,7.6,VSP Division 4,19,4.3,Virginia State,919,11
2014,51650,Hampton,HIV,Diagnosed HIV,32,23.4,Hampton,32,23.4,Eastern,328,17.8,Eastern,328,17.8,Tidewater,327,18.1,Hampton-Newport News Community Services Board,72,22.5,VSP Division 5,336,18.5,Virginia State,919,11
2014,51660,Harrisonburg,HIV,Diagnosed HIV,*,1.9,Central Shenandoah,8,2.7,Northwest,62,4.8,Northwest,40,4.6,Central Virginia,45,5.9,Harrisonburg-Rockingham Community Services Board,*,1.5,VSP Division 2,32,3.8,Virginia State,919,11
2014,51670,Hopewell,HIV,Diagnosed HIV,7,31.5,Crater,33,21.2,Central,203,14.4,Central,203,14.4,Richmond,197,15.1,District 19 Community Services Board,36,20.7,VSP Division 1,194,13.9,Virginia State,919,11
2014,51678,Lexington,HIV,Diagnosed HIV,0,0,Central Shenandoah,8,2.7,Northwest,62,4.8,Northwest,40,4.6,Roanoke Area,52,6.9,Rockbridge Area Community Services,*,2.5,VSP Division 6,53,6.8,Virginia State,919,11
2014,51680,Lynchburg,HIV,Diagnosed HIV,10,12.7,Central Virginia,18,7,Southwest,86,6.3,Near Southwest,74,7.5,Central Virginia,45,5.9,Horizon Behavioral Health ,18,7,VSP Division 3,45,6.9,Virginia State,919,11
2014,51683,Manassas City,HIV,Diagnosed HIV,*,2.4,Prince William,31,6.2,Northern,240,9.9,Northern,262,9.2,Northern Virginia,247,9.7,Prince William County Community Services Board,31,6.2,VSP Division 7,240,9.9,Virginia State,919,11
2014,51685,Manassas Park,HIV,Diagnosed HIV,0,0,Prince William,31,6.2,Northern,240,9.9,Northern,262,9.2,Northern Virginia,247,9.7,Prince William County Community Services Board,31,6.2,VSP Division 7,240,9.9,Virginia State,919,11
2014,51690,Martinsville,HIV,Diagnosed HIV,*,14.6,West Piedmont,8,5.7,Southwest,86,6.3,Near Southwest,74,7.5,Roanoke Area,52,6.9,Piedmont Community Services,8,5.7,VSP Division 6,53,6.8,Virginia State,919,11
2014,51700,Newport News,HIV,Diagnosed HIV,40,21.9,Peninsula,49,14.1,Eastern,328,17.8,Eastern,328,17.8,Tidewater,327,18.1,Hampton-Newport News Community Services Board,72,22.5,VSP Division 5,336,18.5,Virginia State,919,11
2014,51710,Norfolk,HIV,Diagnosed HIV,83,33.8,Norfolk,83,33.8,Eastern,328,17.8,Eastern,328,17.8,Tidewater,327,18.1,Norfolk Community Services Board,83,33.8,VSP Division 5,336,18.5,Virginia State,919,11
2014,51720,Norton,HIV,Diagnosed HIV,0,0,Lenowisco,*,2.2,Southwest,86,6.3,Far Southwest,12,3.3,Southwest,20,4.3,Planning District One Behavioral Health Services,*,2.2,VSP Division 4,19,4.3,Virginia State,919,11
2014,51730,Petersburg,HIV,Diagnosed HIV,15,45.9,Crater,33,21.2,Central,203,14.4,Central,203,14.4,Richmond,197,15.1,District 19 Community Services Board,36,20.7,VSP Division 1,194,13.9,Virginia State,919,11
2014,51735,Poquoson,HIV,Diagnosed HIV,*,8.3,Peninsula,49,14.1,Eastern,328,17.8,Eastern,328,17.8,Tidewater,327,18.1,Colonial Behavioral Health,9,5.4,VSP Division 5,336,18.5,Virginia State,919,11
2014,51740,Portsmouth,HIV,Diagnosed HIV,29,30.2,Portsmouth,29,30.2,Eastern,328,17.8,Eastern,328,17.8,Tidewater,327,18.1,Portsmouth Department of Behavioral Healthcare Services,29,30.2,VSP Division 5,336,18.5,Virginia State,919,11
2014,51750,Radford,HIV,Diagnosed HIV,*,5.7,New River,8,4.4,Southwest,86,6.3,Near Southwest,74,7.5,Southwest,20,4.3,New River Valley Community Services,8,4.4,VSP Division 6,53,6.8,Virginia State,919,11
2014,51760,Richmond City,HIV,Diagnosed HIV,76,34.9,Richmond,76,34.9,Central,203,14.4,Central,203,14.4,Richmond,197,15.1,Richmond Behavioral Health Authority,76,34.9,VSP Division 1,194,13.9,Virginia State,919,11
2014,51770,Roanoke City,HIV,Diagnosed HIV,23,23.1,Roanoke,23,23.1,Southwest,86,6.3,Near Southwest,74,7.5,Roanoke Area,52,6.9,Blue Ridge Behavioral Healthcare,34,13.2,VSP Division 6,53,6.8,Virginia State,919,11
2014,51775,Salem,HIV,Diagnosed HIV,0,0,Alleghany,11,6.1,Southwest,86,6.3,Near Southwest,74,7.5,Roanoke Area,52,6.9,Blue Ridge Behavioral Healthcare,34,13.2,VSP Division 6,53,6.8,Virginia State,919,11
2014,51790,Staunton,HIV,Diagnosed HIV,*,8.2,Central Shenandoah,8,2.7,Northwest,62,4.8,Northwest,40,4.6,Central Virginia,45,5.9,Valley Community Services Board,5,4.1,VSP Division 3,45,6.9,Virginia State,919,11
2014,51800,Suffolk,HIV,Diagnosed HIV,15,17.3,Western Tidewater,29,19.4,Eastern,328,17.8,Eastern,328,17.8,Tidewater,327,18.1,Western Tidewater Community Services Board,29,19.4,VSP Division 5,336,18.5,Virginia State,919,11
2014,51810,Virginia Beach,HIV,Diagnosed HIV,65,14.4,Virginia Beach,65,14.4,Eastern,328,17.8,Eastern,328,17.8,Tidewater,327,18.1,Virginia Beach Community Services Board,65,14.4,VSP Division 5,336,18.5,Virginia State,919,11
2014,51820,Waynesboro,HIV,Diagnosed HIV,*,4.7,Central Shenandoah,8,2.7,Northwest,62,4.8,Northwest,40,4.6,Central Virginia,45,5.9,Valley Community Services Board,5,4.1,VSP Division 3,45,6.9,Virginia State,919,11
2014,51830,Williamsburg,HIV,Diagnosed HIV,*,6.8,Peninsula,49,14.1,Eastern,328,17.8,Eastern,328,17.8,Tidewater,327,18.1,Colonial Behavioral Health,9,5.4,VSP Division 5,336,18.5,Virginia State,919,11
2014,51840,Winchester,HIV,Diagnosed HIV,*,7.3,Lord Fairfax,10,4.3,Northwest,62,4.8,Northwest,40,4.6,Culpeper,31,4.6,Northwestern Community Services,10,4.3,VSP Division 2,32,3.8,Virginia State,919,11
2014,51001,Accomack,NAS,Neonatal Abstinance Syndrome,0,0,Eastern Shore,0,0,Eastern,83,3.5,Eastern,83,3.5,Tidewater,81,3.4,Eastern Shore Community Services Board,0,0,VSP Division 5,80,3.4,Virginia State,542,5.3
2014,51003,Albemarle,NAS,Neonatal Abstinance Syndrome,6,5.8,Thomas Jefferson,18,6.8,Northwest,136,9.2,Northwest,91,9.5,Central Virginia,46,5.6,Region Ten Community Services Board,18,6.8,VSP Division 3,38,5.4,Virginia State,542,5.3
2014,51005,Alleghany,NAS,Neonatal Abstinance Syndrome,0,0,Alleghany,*,1.9,Southwest,199,15,Near Southwest,109,10.9,Roanoke Area,70,9.6,Alleghany Highlands Community Services Board,0,0,VSP Division 6,73,9.8,Virginia State,542,5.3
2014,51007,Amelia,NAS,Neonatal Abstinance Syndrome,*,7.5,Piedmont,*,2.9,Central,71,4.3,Central,71,4.3,Richmond,67,4.4,Crossroads Community Services Board,*,2.9,VSP Division 1,77,4.7,Virginia State,542,5.3
2014,51009,Amherst,NAS,Neonatal Abstinance Syndrome,*,3.1,Central Virginia,11,4,Southwest,199,15,Near Southwest,109,10.9,Central Virginia,46,5.6,Horizon Behavioral Health ,11,4,VSP Division 3,38,5.4,Virginia State,542,5.3
2014,51011,Appomattox,NAS,Neonatal Abstinance Syndrome,0,0,Central Virginia,11,4,Southwest,199,15,Near Southwest,109,10.9,Central Virginia,46,5.6,Horizon Behavioral Health ,11,4,VSP Division 3,38,5.4,Virginia State,542,5.3
2014,51013,Arlington,NAS,Neonatal Abstinance Syndrome,*,1.3,Arlington,*,1.3,Northern,53,1.5,Northern,98,2.5,Northern Virginia,63,1.7,Arlington County Community Services Board,*,1.3,VSP Division 7,53,1.5,Virginia State,542,5.3
2014,51015,Augusta,NAS,Neonatal Abstinance Syndrome,*,5.3,Central Shenandoah,24,7.8,Northwest,136,9.2,Northwest,91,9.5,Central Virginia,46,5.6,Valley Community Services Board,9,7.2,VSP Division 3,38,5.4,Virginia State,542,5.3
2014,51017,Bath,NAS,Neonatal Abstinance Syndrome,0,0,Central Shenandoah,24,7.8,Northwest,136,9.2,Northwest,91,9.5,Roanoke Area,70,9.6,Rockbridge Area Community Services,5,13.2,VSP Division 6,73,9.8,Virginia State,542,5.3
2014,51019,Bedford,NAS,Neonatal Abstinance Syndrome,*,6.2,Central Virginia,11,4,Southwest,199,15,Near Southwest,109,10.9,Roanoke Area,70,9.6,Horizon Behavioral Health ,11,4,VSP Division 6,73,9.8,Virginia State,542,5.3
2014,51021,Bland,NAS,Neonatal Abstinance Syndrome,*,42.6,Mount Rogers,18,10.5,Southwest,199,15,Far Southwest,90,27.4,Southwest,127,30.2,Mount Rogers Community Services Board,12,10.6,VSP Division 4,124,30.5,Virginia State,542,5.3
2014,51023,Botetourt,NAS,Neonatal Abstinance Syndrome,0,0,Alleghany,*,1.9,Southwest,199,15,Near Southwest,109,10.9,Roanoke Area,70,9.6,Blue Ridge Behavioral Healthcare,20,7.1,VSP Division 6,73,9.8,Virginia State,542,5.3
2014,51025,Brunswick,NAS,Neonatal Abstinance Syndrome,0,0,Southside,*,5,Central,71,4.3,Central,71,4.3,Richmond,67,4.4,Southside Community Services Board,*,5,VSP Division 5,80,3.4,Virginia State,542,5.3
2014,51027,Buchanan,NAS,Neonatal Abstinance Syndrome,5,27.3,Cumberland Plateau,28,27.4,Southwest,199,15,Far Southwest,90,27.4,Southwest,127,30.2,Cumberland Mountain Community Services,23,26.2,VSP Division 4,124,30.5,Virginia State,542,5.3
2014,51029,Buckingham,NAS,Neonatal Abstinance Syndrome,*,6.7,Piedmont,*,2.9,Central,71,4.3,Central,71,4.3,Central Virginia,46,5.6,Crossroads Community Services Board,*,2.9,VSP Division 3,38,5.4,Virginia State,542,5.3
2014,51031,Campbell,NAS,Neonatal Abstinance Syndrome,*,2.3,Central Virginia,11,4,Southwest,199,15,Near Southwest,109,10.9,Central Virginia,46,5.6,Horizon Behavioral Health ,11,4,VSP Division 3,38,5.4,Virginia State,542,5.3
2014,51033,Caroline,NAS,Neonatal Abstinance Syndrome,*,10.1,Rappahannock,33,7.4,Northwest,136,9.2,Northern,98,2.5,Culpeper,88,11.1,Rappahannock Area Community Services Board,33,7.4,VSP Division 1,77,4.7,Virginia State,542,5.3
2014,51035,Carroll,NAS,Neonatal Abstinance Syndrome,*,7.4,Mount Rogers,18,10.5,Southwest,199,15,Near Southwest,109,10.9,Southwest,127,30.2,Mount Rogers Community Services Board,12,10.6,VSP Division 4,124,30.5,Virginia State,542,5.3
2014,51036,Charles City,NAS,Neonatal Abstinance Syndrome,0,0,Chickahominy,5,3.6,Central,71,4.3,Central,71,4.3,Richmond,67,4.4,Henrico Area Mental Health and Developmental Services,13,3,VSP Division 1,77,4.7,Virginia State,542,5.3
2014,51037,Charlotte,NAS,Neonatal Abstinance Syndrome,0,0,Piedmont,*,2.9,Central,71,4.3,Central,71,4.3,Central Virginia,46,5.6,Crossroads Community Services Board,*,2.9,VSP Division 3,38,5.4,Virginia State,542,5.3
2014,51041,Chesterfield,NAS,Neonatal Abstinance Syndrome,20,5.3,Chesterfield,22,5.2,Central,71,4.3,Central,71,4.3,Richmond,67,4.4,Chesterfield Community Services Board,20,5.3,VSP Division 1,77,4.7,Virginia State,542,5.3
2014,51043,Clarke,NAS,Neonatal Abstinance Syndrome,*,15.2,Lord Fairfax,40,15.2,Northwest,136,9.2,Northwest,91,9.5,Culpeper,88,11.1,Northwestern Community Services,40,15.2,VSP Division 2,97,9.9,Virginia State,542,5.3
2014,51045,Craig,NAS,Neonatal Abstinance Syndrome,0,0,Alleghany,*,1.9,Southwest,199,15,Near Southwest,109,10.9,Roanoke Area,70,9.6,Blue Ridge Behavioral Healthcare,20,7.1,VSP Division 6,73,9.8,Virginia State,542,5.3
2014,51047,Culpeper,NAS,Neonatal Abstinance Syndrome,*,6.2,Rappahannock Rapidan,21,10.7,Northwest,136,9.2,Northwest,91,9.5,Culpeper,88,11.1,Rappahannock-Rapidan Community Services Board,21,10.7,VSP Division 2,97,9.9,Virginia State,542,5.3
2014,51049,Cumberland,NAS,Neonatal Abstinance Syndrome,0,0,Piedmont,*,2.9,Central,71,4.3,Central,71,4.3,Central Virginia,46,5.6,Crossroads Community Services Board,*,2.9,VSP Division 3,38,5.4,Virginia State,542,5.3
2014,51051,Dickenson,NAS,Neonatal Abstinance Syndrome,5,34.5,Cumberland Plateau,28,27.4,Southwest,199,15,Far Southwest,90,27.4,Southwest,127,30.2,Dickenson County Behavioral Health Services,5,34.5,VSP Division 4,124,30.5,Virginia State,542,5.3
2014,51053,Dinwiddie,NAS,Neonatal Abstinance Syndrome,0,0,Crater,5,2.6,Central,71,4.3,Central,71,4.3,Richmond,67,4.4,District 19 Community Services Board,7,3.2,VSP Division 1,77,4.7,Virginia State,542,5.3
2014,51057,Essex,NAS,Neonatal Abstinance Syndrome,*,8.1,Three Rivers,5,3.8,Eastern,83,3.5,Eastern,83,3.5,Richmond,67,4.4,Middle Peninsula-Northern Neck Community Services Board,5,3.8,VSP Division 1,77,4.7,Virginia State,542,5.3
2014,51059,Fairfax,NAS,Neonatal Abstinance Syndrome,16,1.1,Fairfax,20,1.3,Northern,53,1.5,Northern,98,2.5,Northern Virginia,63,1.7,Fairfax- Falls Church Community Services Board,20,1.3,VSP Division 7,53,1.5,Virginia State,542,5.3
2014,51061,Fauquier,NAS,Neonatal Abstinance Syndrome,12,16.2,Rappahannock Rapidan,21,10.7,Northwest,136,9.2,Northern,98,2.5,Culpeper,88,11.1,Rappahannock-Rapidan Community Services Board,21,10.7,VSP Division 2,97,9.9,Virginia State,542,5.3
2014,51063,Floyd,NAS,Neonatal Abstinance Syndrome,*,15.9,New River,53,31.6,Southwest,199,15,Near Southwest,109,10.9,Roanoke Area,70,9.6,New River Valley Community Services,53,31.6,VSP Division 6,73,9.8,Virginia State,542,5.3
2014,51065,Fluvanna,NAS,Neonatal Abstinance Syndrome,*,7.5,Thomas Jefferson,18,6.8,Northwest,136,9.2,Northwest,91,9.5,Central Virginia,46,5.6,Region Ten Community Services Board,18,6.8,VSP Division 3,38,5.4,Virginia State,542,5.3
2014,51067,Franklin County,NAS,Neonatal Abstinance Syndrome,5,10.2,West Piedmont,19,15.5,Southwest,199,15,Near Southwest,109,10.9,Roanoke Area,70,9.6,Piedmont Community Services,19,15.5,VSP Division 6,73,9.8,Virginia State,542,5.3
2014,51069,Frederick,NAS,Neonatal Abstinance Syndrome,13,14.6,Lord Fairfax,40,15.2,Northwest,136,9.2,Northwest,91,9.5,Culpeper,88,11.1,Northwestern Community Services,40,15.2,VSP Division 2,97,9.9,Virginia State,542,5.3
2014,51071,Giles,NAS,Neonatal Abstinance Syndrome,11,59.5,New River,53,31.6,Southwest,199,15,Near Southwest,109,10.9,Southwest,127,30.2,New River Valley Community Services,53,31.6,VSP Division 4,124,30.5,Virginia State,542,5.3
2014,51073,Gloucester,NAS,Neonatal Abstinance Syndrome,*,2.7,Three Rivers,5,3.8,Eastern,83,3.5,Eastern,83,3.5,Tidewater,81,3.4,Middle Peninsula-Northern Neck Community Services Board,5,3.8,VSP Division 5,80,3.4,Virginia State,542,5.3
2014,51075,Goochland,NAS,Neonatal Abstinance Syndrome,0,0,Chickahominy,5,3.6,Central,71,4.3,Central,71,4.3,Richmond,67,4.4,Goochland-Powhatan Community Services,0,0,VSP Division 1,77,4.7,Virginia State,542,5.3
2014,51077,Grayson,NAS,Neonatal Abstinance Syndrome,0,0,Mount Rogers,18,10.5,Southwest,199,15,Far Southwest,90,27.4,Southwest,127,30.2,Mount Rogers Community Services Board,12,10.6,VSP Division 4,124,30.5,Virginia State,542,5.3
2014,51079,Greene,NAS,Neonatal Abstinance Syndrome,*,9.1,Thomas Jefferson,18,6.8,Northwest,136,9.2,Northwest,91,9.5,Culpeper,88,11.1,Region Ten Community Services Board,18,6.8,VSP Division 3,38,5.4,Virginia State,542,5.3
2014,51081,Greensville,NAS,Neonatal Abstinance Syndrome,*,6.7,Crater,5,2.6,Central,71,4.3,Central,71,4.3,Richmond,67,4.4,District 19 Community Services Board,7,3.2,VSP Division 5,80,3.4,Virginia State,542,5.3
2014,51083,Halifax,NAS,Neonatal Abstinance Syndrome,*,5.6,Southside,*,5,Central,71,4.3,Central,71,4.3,Central Virginia,46,5.6,Southside Community Services Board,*,5,VSP Division 3,38,5.4,Virginia State,542,5.3
2014,51085,Hanover,NAS,Neonatal Abstinance Syndrome,5,5.3,Chickahominy,5,3.6,Central,71,4.3,Central,71,4.3,Richmond,67,4.4,Hanover County Community Services Board,5,5.3,VSP Division 1,77,4.7,Virginia State,542,5.3
2014,51087,Henrico,NAS,Neonatal Abstinance Syndrome,13,3.2,Henrico,13,3.2,Central,71,4.3,Central,71,4.3,Richmond,67,4.4,Henrico Area Mental Health and Developmental Services,13,3,VSP Division 1,77,4.7,Virginia State,542,5.3
2014,51089,Henry,NAS,Neonatal Abstinance Syndrome,9,22,West Piedmont,19,15.5,Southwest,199,15,Near Southwest,109,10.9,Roanoke Area,70,9.6,Piedmont Community Services,19,15.5,VSP Division 6,73,9.8,Virginia State,542,5.3
2014,51091,Highland,NAS,Neonatal Abstinance Syndrome,0,0,Central Shenandoah,24,7.8,Northwest,136,9.2,Northwest,91,9.5,Roanoke Area,70,9.6,Valley Community Services Board,9,7.2,VSP Division 6,73,9.8,Virginia State,542,5.3
2014,51093,Isle of Wight,NAS,Neonatal Abstinance Syndrome,0,0,Western Tidewater,7,4,Eastern,83,3.5,Eastern,83,3.5,Tidewater,81,3.4,Western Tidewater Community Services Board,7,4,VSP Division 5,80,3.4,Virginia State,542,5.3
2014,51095,James City,NAS,Neonatal Abstinance Syndrome,0,0,Peninsula,18,4.1,Eastern,83,3.5,Eastern,83,3.5,Tidewater,81,3.4,Colonial Behavioral Health,0,0,VSP Division 5,80,3.4,Virginia State,542,5.3
2014,51097,King and Queen,NAS,Neonatal Abstinance Syndrome,0,0,Three Rivers,5,3.8,Eastern,83,3.5,Eastern,83,3.5,Richmond,67,4.4,Middle Peninsula-Northern Neck Community Services Board,5,3.8,VSP Division 1,77,4.7,Virginia State,542,5.3
2014,51099,King George,NAS,Neonatal Abstinance Syndrome,*,10.3,Rappahannock,33,7.4,Northwest,136,9.2,Northern,98,2.5,Culpeper,88,11.1,Rappahannock Area Community Services Board,33,7.4,VSP Division 1,77,4.7,Virginia State,542,5.3
2014,51101,King William,NAS,Neonatal Abstinance Syndrome,*,5.7,Three Rivers,5,3.8,Eastern,83,3.5,Eastern,83,3.5,Richmond,67,4.4,Middle Peninsula-Northern Neck Community Services Board,5,3.8,VSP Division 1,77,4.7,Virginia State,542,5.3
2014,51103,Lancaster,NAS,Neonatal Abstinance Syndrome,0,0,Three Rivers,5,3.8,Eastern,83,3.5,Eastern,83,3.5,Tidewater,81,3.4,Middle Peninsula-Northern Neck Community Services Board,5,3.8,VSP Division 1,77,4.7,Virginia State,542,5.3
2014,51105,Lee,NAS,Neonatal Abstinance Syndrome,15,71.8,Lenowisco,46,56.3,Southwest,199,15,Far Southwest,90,27.4,Southwest,127,30.2,Planning District One Behavioral Health Services,46,56.3,VSP Division 4,124,30.5,Virginia State,542,5.3
2014,51107,Loudoun,NAS,Neonatal Abstinance Syndrome,*,0.4,Loudoun,*,0.4,Northern,53,1.5,Northern,98,2.5,Northern Virginia,63,1.7,"Loudoun County MH, SA and Developmental Services",*,0.4,VSP Division 7,53,1.5,Virginia State,542,5.3
2014,51109,Louisa,NAS,Neonatal Abstinance Syndrome,*,5.6,Thomas Jefferson,18,6.8,Northwest,136,9.2,Northwest,91,9.5,Culpeper,88,11.1,Region Ten Community Services Board,18,6.8,VSP Division 1,77,4.7,Virginia State,542,5.3
2014,51111,Lunenburg,NAS,Neonatal Abstinance Syndrome,0,0,Piedmont,*,2.9,Central,71,4.3,Central,71,4.3,Central Virginia,46,5.6,Crossroads Community Services Board,*,2.9,VSP Division 3,38,5.4,Virginia State,542,5.3
2014,51113,Madison,NAS,Neonatal Abstinance Syndrome,0,0,Rappahannock Rapidan,21,10.7,Northwest,136,9.2,Northwest,91,9.5,Culpeper,88,11.1,Rappahannock-Rapidan Community Services Board,21,10.7,VSP Division 2,97,9.9,Virginia State,542,5.3
2014,51115,Mathews,NAS,Neonatal Abstinance Syndrome,0,0,Three Rivers,5,3.8,Eastern,83,3.5,Eastern,83,3.5,Tidewater,81,3.4,Middle Peninsula-Northern Neck Community Services Board,5,3.8,VSP Division 5,80,3.4,Virginia State,542,5.3
2014,51117,Mecklenburg,NAS,Neonatal Abstinance Syndrome,*,6.9,Southside,*,5,Central,71,4.3,Central,71,4.3,Central Virginia,46,5.6,Southside Community Services Board,*,5,VSP Division 3,38,5.4,Virginia State,542,5.3
2014,51119,Middlesex,NAS,Neonatal Abstinance Syndrome,0,0,Three Rivers,5,3.8,Eastern,83,3.5,Eastern,83,3.5,Tidewater,81,3.4,Middle Peninsula-Northern Neck Community Services Board,5,3.8,VSP Division 5,80,3.4,Virginia State,542,5.3
2014,51121,Montgomery,NAS,Neonatal Abstinance Syndrome,16,17.9,New River,53,31.6,Southwest,199,15,Near Southwest,109,10.9,Roanoke Area,70,9.6,New River Valley Community Services,53,31.6,VSP Division 6,73,9.8,Virginia State,542,5.3
2014,51125,Nelson,NAS,Neonatal Abstinance Syndrome,*,29.4,Thomas Jefferson,18,6.8,Northwest,136,9.2,Northwest,91,9.5,Central Virginia,46,5.6,Region Ten Community Services Board,18,6.8,VSP Division 3,38,5.4,Virginia State,542,5.3
