MOE_HC16_VC9,Margin of Error; Balance of not Hispanic or Latino; No earnings  - Female - Number
MOE_HC1_VC10,"Margin of Error; Total, race and ethnicity; No earnings  - Female - Percent"
MOE_HC2_VC10,Margin of Error; Hispanic or Latino - White alone Hispanic or Latino; No earnings  - Female - Percent
MOE_HC3_VC10,Margin of Error; Hispanic or Latino - All other Hispanic or Latino; No earnings  - Female - Percent
MOE_HC4_VC10,"Margin of Error; Not Hispanic or Latino, one race - White alone; No earnings  - Female - Percent"
MOE_HC5_VC10,"Margin of Error; Not Hispanic or Latino, one race - Black or African American alone; No earnings  - Female - Percent"
MOE_HC6_VC10,"Margin of Error; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; No earnings  - Female - Percent"
MOE_HC7_VC10,"Margin of Error; Not Hispanic or Latino, one race - Asian alone; No earnings  - Female - Percent"
MOE_HC8_VC10,"Margin of Error; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; No earnings  - Female - Percent"
MOE_HC9_VC10,"Margin of Error; Not Hispanic or Latino, two or more races - White and Black; No earnings  - Female - Percent"
MOE_HC10_VC10,"Margin of Error; Not Hispanic or Latino, two or more races - White and AIAN; No earnings  - Female - Percent"
MOE_HC11_VC10,"Margin of Error; Not Hispanic or Latino, two or more races - White and Asian; No earnings  - Female - Percent"
MOE_HC12_VC10,"Margin of Error; Not Hispanic or Latino, two or more races - Black and AIAN; No earnings  - Female - Percent"
MOE_HC13_VC10,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); No earnings  - Female - Percent"
MOE_HC14_VC10,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); No earnings  - Female - Percent"
MOE_HC15_VC10,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); No earnings  - Female - Percent"
MOE_HC16_VC10,Margin of Error; Balance of not Hispanic or Latino; No earnings  - Female - Percent
MOE_HC1_VC13,"Margin of Error; Total, race and ethnicity; $1 to $14,999 or loss  - Total, both sexes - Number"
MOE_HC2_VC13,"Margin of Error; Hispanic or Latino - White alone Hispanic or Latino; $1 to $14,999 or loss  - Total, both sexes - Number"
MOE_HC3_VC13,"Margin of Error; Hispanic or Latino - All other Hispanic or Latino; $1 to $14,999 or loss  - Total, both sexes - Number"
MOE_HC4_VC13,"Margin of Error; Not Hispanic or Latino, one race - White alone; $1 to $14,999 or loss  - Total, both sexes - Number"
MOE_HC5_VC13,"Margin of Error; Not Hispanic or Latino, one race - Black or African American alone; $1 to $14,999 or loss  - Total, both sexes - Number"
MOE_HC6_VC13,"Margin of Error; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $1 to $14,999 or loss  - Total, both sexes - Number"
MOE_HC7_VC13,"Margin of Error; Not Hispanic or Latino, one race - Asian alone; $1 to $14,999 or loss  - Total, both sexes - Number"
MOE_HC8_VC13,"Margin of Error; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $1 to $14,999 or loss  - Total, both sexes - Number"
MOE_HC9_VC13,"Margin of Error; Not Hispanic or Latino, two or more races - White and Black; $1 to $14,999 or loss  - Total, both sexes - Number"
MOE_HC10_VC13,"Margin of Error; Not Hispanic or Latino, two or more races - White and AIAN; $1 to $14,999 or loss  - Total, both sexes - Number"
MOE_HC11_VC13,"Margin of Error; Not Hispanic or Latino, two or more races - White and Asian; $1 to $14,999 or loss  - Total, both sexes - Number"
MOE_HC12_VC13,"Margin of Error; Not Hispanic or Latino, two or more races - Black and AIAN; $1 to $14,999 or loss  - Total, both sexes - Number"
MOE_HC13_VC13,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $1 to $14,999 or loss  - Total, both sexes - Number"
MOE_HC14_VC13,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $1 to $14,999 or loss  - Total, both sexes - Number"
MOE_HC15_VC13,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $1 to $14,999 or loss  - Total, both sexes - Number"
MOE_HC16_VC13,"Margin of Error; Balance of not Hispanic or Latino; $1 to $14,999 or loss  - Total, both sexes - Number"
MOE_HC1_VC14,"Margin of Error; Total, race and ethnicity; $1 to $14,999 or loss  - Total, both sexes - Percent"
MOE_HC2_VC14,"Margin of Error; Hispanic or Latino - White alone Hispanic or Latino; $1 to $14,999 or loss  - Total, both sexes - Percent"
MOE_HC3_VC14,"Margin of Error; Hispanic or Latino - All other Hispanic or Latino; $1 to $14,999 or loss  - Total, both sexes - Percent"
MOE_HC4_VC14,"Margin of Error; Not Hispanic or Latino, one race - White alone; $1 to $14,999 or loss  - Total, both sexes - Percent"
MOE_HC5_VC14,"Margin of Error; Not Hispanic or Latino, one race - Black or African American alone; $1 to $14,999 or loss  - Total, both sexes - Percent"
MOE_HC6_VC14,"Margin of Error; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $1 to $14,999 or loss  - Total, both sexes - Percent"
MOE_HC7_VC14,"Margin of Error; Not Hispanic or Latino, one race - Asian alone; $1 to $14,999 or loss  - Total, both sexes - Percent"
MOE_HC8_VC14,"Margin of Error; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $1 to $14,999 or loss  - Total, both sexes - Percent"
MOE_HC9_VC14,"Margin of Error; Not Hispanic or Latino, two or more races - White and Black; $1 to $14,999 or loss  - Total, both sexes - Percent"
MOE_HC10_VC14,"Margin of Error; Not Hispanic or Latino, two or more races - White and AIAN; $1 to $14,999 or loss  - Total, both sexes - Percent"
MOE_HC11_VC14,"Margin of Error; Not Hispanic or Latino, two or more races - White and Asian; $1 to $14,999 or loss  - Total, both sexes - Percent"
MOE_HC12_VC14,"Margin of Error; Not Hispanic or Latino, two or more races - Black and AIAN; $1 to $14,999 or loss  - Total, both sexes - Percent"
MOE_HC13_VC14,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $1 to $14,999 or loss  - Total, both sexes - Percent"
MOE_HC14_VC14,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $1 to $14,999 or loss  - Total, both sexes - Percent"
MOE_HC15_VC14,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $1 to $14,999 or loss  - Total, both sexes - Percent"
MOE_HC16_VC14,"Margin of Error; Balance of not Hispanic or Latino; $1 to $14,999 or loss  - Total, both sexes - Percent"
MOE_HC1_VC16,"Margin of Error; Total, race and ethnicity; $1 to $14,999 or loss  - Male - Number"
MOE_HC2_VC16,"Margin of Error; Hispanic or Latino - White alone Hispanic or Latino; $1 to $14,999 or loss  - Male - Number"
MOE_HC3_VC16,"Margin of Error; Hispanic or Latino - All other Hispanic or Latino; $1 to $14,999 or loss  - Male - Number"
MOE_HC4_VC16,"Margin of Error; Not Hispanic or Latino, one race - White alone; $1 to $14,999 or loss  - Male - Number"
MOE_HC5_VC16,"Margin of Error; Not Hispanic or Latino, one race - Black or African American alone; $1 to $14,999 or loss  - Male - Number"
MOE_HC6_VC16,"Margin of Error; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $1 to $14,999 or loss  - Male - Number"
MOE_HC7_VC16,"Margin of Error; Not Hispanic or Latino, one race - Asian alone; $1 to $14,999 or loss  - Male - Number"
MOE_HC8_VC16,"Margin of Error; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $1 to $14,999 or loss  - Male - Number"
MOE_HC9_VC16,"Margin of Error; Not Hispanic or Latino, two or more races - White and Black; $1 to $14,999 or loss  - Male - Number"
MOE_HC10_VC16,"Margin of Error; Not Hispanic or Latino, two or more races - White and AIAN; $1 to $14,999 or loss  - Male - Number"
MOE_HC11_VC16,"Margin of Error; Not Hispanic or Latino, two or more races - White and Asian; $1 to $14,999 or loss  - Male - Number"
MOE_HC12_VC16,"Margin of Error; Not Hispanic or Latino, two or more races - Black and AIAN; $1 to $14,999 or loss  - Male - Number"
MOE_HC13_VC16,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $1 to $14,999 or loss  - Male - Number"
MOE_HC14_VC16,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $1 to $14,999 or loss  - Male - Number"
MOE_HC15_VC16,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $1 to $14,999 or loss  - Male - Number"
MOE_HC16_VC16,"Margin of Error; Balance of not Hispanic or Latino; $1 to $14,999 or loss  - Male - Number"
MOE_HC1_VC17,"Margin of Error; Total, race and ethnicity; $1 to $14,999 or loss  - Male - Percent"
MOE_HC2_VC17,"Margin of Error; Hispanic or Latino - White alone Hispanic or Latino; $1 to $14,999 or loss  - Male - Percent"
MOE_HC3_VC17,"Margin of Error; Hispanic or Latino - All other Hispanic or Latino; $1 to $14,999 or loss  - Male - Percent"
MOE_HC4_VC17,"Margin of Error; Not Hispanic or Latino, one race - White alone; $1 to $14,999 or loss  - Male - Percent"
MOE_HC5_VC17,"Margin of Error; Not Hispanic or Latino, one race - Black or African American alone; $1 to $14,999 or loss  - Male - Percent"
MOE_HC6_VC17,"Margin of Error; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $1 to $14,999 or loss  - Male - Percent"
MOE_HC7_VC17,"Margin of Error; Not Hispanic or Latino, one race - Asian alone; $1 to $14,999 or loss  - Male - Percent"
MOE_HC8_VC17,"Margin of Error; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $1 to $14,999 or loss  - Male - Percent"
MOE_HC9_VC17,"Margin of Error; Not Hispanic or Latino, two or more races - White and Black; $1 to $14,999 or loss  - Male - Percent"
MOE_HC10_VC17,"Margin of Error; Not Hispanic or Latino, two or more races - White and AIAN; $1 to $14,999 or loss  - Male - Percent"
MOE_HC11_VC17,"Margin of Error; Not Hispanic or Latino, two or more races - White and Asian; $1 to $14,999 or loss  - Male - Percent"
MOE_HC12_VC17,"Margin of Error; Not Hispanic or Latino, two or more races - Black and AIAN; $1 to $14,999 or loss  - Male - Percent"
MOE_HC13_VC17,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $1 to $14,999 or loss  - Male - Percent"
MOE_HC14_VC17,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $1 to $14,999 or loss  - Male - Percent"
MOE_HC15_VC17,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $1 to $14,999 or loss  - Male - Percent"
MOE_HC16_VC17,"Margin of Error; Balance of not Hispanic or Latino; $1 to $14,999 or loss  - Male - Percent"
MOE_HC1_VC19,"Margin of Error; Total, race and ethnicity; $1 to $14,999 or loss  - Female - Number"
MOE_HC2_VC19,"Margin of Error; Hispanic or Latino - White alone Hispanic or Latino; $1 to $14,999 or loss  - Female - Number"
MOE_HC3_VC19,"Margin of Error; Hispanic or Latino - All other Hispanic or Latino; $1 to $14,999 or loss  - Female - Number"
MOE_HC4_VC19,"Margin of Error; Not Hispanic or Latino, one race - White alone; $1 to $14,999 or loss  - Female - Number"
MOE_HC5_VC19,"Margin of Error; Not Hispanic or Latino, one race - Black or African American alone; $1 to $14,999 or loss  - Female - Number"
MOE_HC6_VC19,"Margin of Error; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $1 to $14,999 or loss  - Female - Number"
MOE_HC7_VC19,"Margin of Error; Not Hispanic or Latino, one race - Asian alone; $1 to $14,999 or loss  - Female - Number"
MOE_HC8_VC19,"Margin of Error; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $1 to $14,999 or loss  - Female - Number"
MOE_HC9_VC19,"Margin of Error; Not Hispanic or Latino, two or more races - White and Black; $1 to $14,999 or loss  - Female - Number"
MOE_HC10_VC19,"Margin of Error; Not Hispanic or Latino, two or more races - White and AIAN; $1 to $14,999 or loss  - Female - Number"
MOE_HC11_VC19,"Margin of Error; Not Hispanic or Latino, two or more races - White and Asian; $1 to $14,999 or loss  - Female - Number"
MOE_HC12_VC19,"Margin of Error; Not Hispanic or Latino, two or more races - Black and AIAN; $1 to $14,999 or loss  - Female - Number"
MOE_HC13_VC19,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $1 to $14,999 or loss  - Female - Number"
MOE_HC14_VC19,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $1 to $14,999 or loss  - Female - Number"
MOE_HC15_VC19,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $1 to $14,999 or loss  - Female - Number"
MOE_HC16_VC19,"Margin of Error; Balance of not Hispanic or Latino; $1 to $14,999 or loss  - Female - Number"
MOE_HC1_VC20,"Margin of Error; Total, race and ethnicity; $1 to $14,999 or loss  - Female - Percent"
MOE_HC2_VC20,"Margin of Error; Hispanic or Latino - White alone Hispanic or Latino; $1 to $14,999 or loss  - Female - Percent"
MOE_HC3_VC20,"Margin of Error; Hispanic or Latino - All other Hispanic or Latino; $1 to $14,999 or loss  - Female - Percent"
MOE_HC4_VC20,"Margin of Error; Not Hispanic or Latino, one race - White alone; $1 to $14,999 or loss  - Female - Percent"
MOE_HC5_VC20,"Margin of Error; Not Hispanic or Latino, one race - Black or African American alone; $1 to $14,999 or loss  - Female - Percent"
MOE_HC6_VC20,"Margin of Error; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $1 to $14,999 or loss  - Female - Percent"
MOE_HC7_VC20,"Margin of Error; Not Hispanic or Latino, one race - Asian alone; $1 to $14,999 or loss  - Female - Percent"
MOE_HC8_VC20,"Margin of Error; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $1 to $14,999 or loss  - Female - Percent"
MOE_HC9_VC20,"Margin of Error; Not Hispanic or Latino, two or more races - White and Black; $1 to $14,999 or loss  - Female - Percent"
MOE_HC10_VC20,"Margin of Error; Not Hispanic or Latino, two or more races - White and AIAN; $1 to $14,999 or loss  - Female - Percent"
MOE_HC11_VC20,"Margin of Error; Not Hispanic or Latino, two or more races - White and Asian; $1 to $14,999 or loss  - Female - Percent"
MOE_HC12_VC20,"Margin of Error; Not Hispanic or Latino, two or more races - Black and AIAN; $1 to $14,999 or loss  - Female - Percent"
MOE_HC13_VC20,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $1 to $14,999 or loss  - Female - Percent"
MOE_HC14_VC20,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $1 to $14,999 or loss  - Female - Percent"
MOE_HC15_VC20,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $1 to $14,999 or loss  - Female - Percent"
MOE_HC16_VC20,"Margin of Error; Balance of not Hispanic or Latino; $1 to $14,999 or loss  - Female - Percent"
MOE_HC1_VC23,"Margin of Error; Total, race and ethnicity; $15,000 to $24,999  - Total, both sexes - Number"
MOE_HC2_VC23,"Margin of Error; Hispanic or Latino - White alone Hispanic or Latino; $15,000 to $24,999  - Total, both sexes - Number"
MOE_HC3_VC23,"Margin of Error; Hispanic or Latino - All other Hispanic or Latino; $15,000 to $24,999  - Total, both sexes - Number"
MOE_HC4_VC23,"Margin of Error; Not Hispanic or Latino, one race - White alone; $15,000 to $24,999  - Total, both sexes - Number"
MOE_HC5_VC23,"Margin of Error; Not Hispanic or Latino, one race - Black or African American alone; $15,000 to $24,999  - Total, both sexes - Number"
MOE_HC6_VC23,"Margin of Error; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $15,000 to $24,999  - Total, both sexes - Number"
MOE_HC7_VC23,"Margin of Error; Not Hispanic or Latino, one race - Asian alone; $15,000 to $24,999  - Total, both sexes - Number"
MOE_HC8_VC23,"Margin of Error; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $15,000 to $24,999  - Total, both sexes - Number"
MOE_HC9_VC23,"Margin of Error; Not Hispanic or Latino, two or more races - White and Black; $15,000 to $24,999  - Total, both sexes - Number"
MOE_HC10_VC23,"Margin of Error; Not Hispanic or Latino, two or more races - White and AIAN; $15,000 to $24,999  - Total, both sexes - Number"
MOE_HC11_VC23,"Margin of Error; Not Hispanic or Latino, two or more races - White and Asian; $15,000 to $24,999  - Total, both sexes - Number"
MOE_HC12_VC23,"Margin of Error; Not Hispanic or Latino, two or more races - Black and AIAN; $15,000 to $24,999  - Total, both sexes - Number"
MOE_HC13_VC23,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $15,000 to $24,999  - Total, both sexes - Number"
MOE_HC14_VC23,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $15,000 to $24,999  - Total, both sexes - Number"
MOE_HC15_VC23,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $15,000 to $24,999  - Total, both sexes - Number"
MOE_HC16_VC23,"Margin of Error; Balance of not Hispanic or Latino; $15,000 to $24,999  - Total, both sexes - Number"
MOE_HC1_VC24,"Margin of Error; Total, race and ethnicity; $15,000 to $24,999  - Total, both sexes - Percent"
MOE_HC2_VC24,"Margin of Error; Hispanic or Latino - White alone Hispanic or Latino; $15,000 to $24,999  - Total, both sexes - Percent"
MOE_HC3_VC24,"Margin of Error; Hispanic or Latino - All other Hispanic or Latino; $15,000 to $24,999  - Total, both sexes - Percent"
MOE_HC4_VC24,"Margin of Error; Not Hispanic or Latino, one race - White alone; $15,000 to $24,999  - Total, both sexes - Percent"
MOE_HC5_VC24,"Margin of Error; Not Hispanic or Latino, one race - Black or African American alone; $15,000 to $24,999  - Total, both sexes - Percent"
MOE_HC6_VC24,"Margin of Error; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $15,000 to $24,999  - Total, both sexes - Percent"
MOE_HC7_VC24,"Margin of Error; Not Hispanic or Latino, one race - Asian alone; $15,000 to $24,999  - Total, both sexes - Percent"
MOE_HC8_VC24,"Margin of Error; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $15,000 to $24,999  - Total, both sexes - Percent"
MOE_HC9_VC24,"Margin of Error; Not Hispanic or Latino, two or more races - White and Black; $15,000 to $24,999  - Total, both sexes - Percent"
MOE_HC10_VC24,"Margin of Error; Not Hispanic or Latino, two or more races - White and AIAN; $15,000 to $24,999  - Total, both sexes - Percent"
MOE_HC11_VC24,"Margin of Error; Not Hispanic or Latino, two or more races - White and Asian; $15,000 to $24,999  - Total, both sexes - Percent"
MOE_HC12_VC24,"Margin of Error; Not Hispanic or Latino, two or more races - Black and AIAN; $15,000 to $24,999  - Total, both sexes - Percent"
MOE_HC13_VC24,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $15,000 to $24,999  - Total, both sexes - Percent"
MOE_HC14_VC24,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $15,000 to $24,999  - Total, both sexes - Percent"
MOE_HC15_VC24,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $15,000 to $24,999  - Total, both sexes - Percent"
MOE_HC16_VC24,"Margin of Error; Balance of not Hispanic or Latino; $15,000 to $24,999  - Total, both sexes - Percent"
MOE_HC1_VC26,"Margin of Error; Total, race and ethnicity; $15,000 to $24,999  - Male - Number"
MOE_HC2_VC26,"Margin of Error; Hispanic or Latino - White alone Hispanic or Latino; $15,000 to $24,999  - Male - Number"
MOE_HC3_VC26,"Margin of Error; Hispanic or Latino - All other Hispanic or Latino; $15,000 to $24,999  - Male - Number"
MOE_HC4_VC26,"Margin of Error; Not Hispanic or Latino, one race - White alone; $15,000 to $24,999  - Male - Number"
MOE_HC5_VC26,"Margin of Error; Not Hispanic or Latino, one race - Black or African American alone; $15,000 to $24,999  - Male - Number"
MOE_HC6_VC26,"Margin of Error; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $15,000 to $24,999  - Male - Number"
MOE_HC7_VC26,"Margin of Error; Not Hispanic or Latino, one race - Asian alone; $15,000 to $24,999  - Male - Number"
MOE_HC8_VC26,"Margin of Error; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $15,000 to $24,999  - Male - Number"
MOE_HC9_VC26,"Margin of Error; Not Hispanic or Latino, two or more races - White and Black; $15,000 to $24,999  - Male - Number"
MOE_HC10_VC26,"Margin of Error; Not Hispanic or Latino, two or more races - White and AIAN; $15,000 to $24,999  - Male - Number"
MOE_HC11_VC26,"Margin of Error; Not Hispanic or Latino, two or more races - White and Asian; $15,000 to $24,999  - Male - Number"
MOE_HC12_VC26,"Margin of Error; Not Hispanic or Latino, two or more races - Black and AIAN; $15,000 to $24,999  - Male - Number"
MOE_HC13_VC26,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $15,000 to $24,999  - Male - Number"
MOE_HC14_VC26,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $15,000 to $24,999  - Male - Number"
MOE_HC15_VC26,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $15,000 to $24,999  - Male - Number"
MOE_HC16_VC26,"Margin of Error; Balance of not Hispanic or Latino; $15,000 to $24,999  - Male - Number"
MOE_HC1_VC27,"Margin of Error; Total, race and ethnicity; $15,000 to $24,999  - Male - Percent"
MOE_HC2_VC27,"Margin of Error; Hispanic or Latino - White alone Hispanic or Latino; $15,000 to $24,999  - Male - Percent"
MOE_HC3_VC27,"Margin of Error; Hispanic or Latino - All other Hispanic or Latino; $15,000 to $24,999  - Male - Percent"
MOE_HC4_VC27,"Margin of Error; Not Hispanic or Latino, one race - White alone; $15,000 to $24,999  - Male - Percent"
MOE_HC5_VC27,"Margin of Error; Not Hispanic or Latino, one race - Black or African American alone; $15,000 to $24,999  - Male - Percent"
MOE_HC6_VC27,"Margin of Error; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $15,000 to $24,999  - Male - Percent"
MOE_HC7_VC27,"Margin of Error; Not Hispanic or Latino, one race - Asian alone; $15,000 to $24,999  - Male - Percent"
MOE_HC8_VC27,"Margin of Error; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $15,000 to $24,999  - Male - Percent"
MOE_HC9_VC27,"Margin of Error; Not Hispanic or Latino, two or more races - White and Black; $15,000 to $24,999  - Male - Percent"
MOE_HC10_VC27,"Margin of Error; Not Hispanic or Latino, two or more races - White and AIAN; $15,000 to $24,999  - Male - Percent"
MOE_HC11_VC27,"Margin of Error; Not Hispanic or Latino, two or more races - White and Asian; $15,000 to $24,999  - Male - Percent"
MOE_HC12_VC27,"Margin of Error; Not Hispanic or Latino, two or more races - Black and AIAN; $15,000 to $24,999  - Male - Percent"
MOE_HC13_VC27,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $15,000 to $24,999  - Male - Percent"
MOE_HC14_VC27,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $15,000 to $24,999  - Male - Percent"
MOE_HC15_VC27,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $15,000 to $24,999  - Male - Percent"
MOE_HC16_VC27,"Margin of Error; Balance of not Hispanic or Latino; $15,000 to $24,999  - Male - Percent"
MOE_HC1_VC29,"Margin of Error; Total, race and ethnicity; $15,000 to $24,999  - Female - Number"
MOE_HC2_VC29,"Margin of Error; Hispanic or Latino - White alone Hispanic or Latino; $15,000 to $24,999  - Female - Number"
MOE_HC3_VC29,"Margin of Error; Hispanic or Latino - All other Hispanic or Latino; $15,000 to $24,999  - Female - Number"
MOE_HC4_VC29,"Margin of Error; Not Hispanic or Latino, one race - White alone; $15,000 to $24,999  - Female - Number"
MOE_HC5_VC29,"Margin of Error; Not Hispanic or Latino, one race - Black or African American alone; $15,000 to $24,999  - Female - Number"
MOE_HC6_VC29,"Margin of Error; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $15,000 to $24,999  - Female - Number"
MOE_HC7_VC29,"Margin of Error; Not Hispanic or Latino, one race - Asian alone; $15,000 to $24,999  - Female - Number"
MOE_HC8_VC29,"Margin of Error; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $15,000 to $24,999  - Female - Number"
MOE_HC9_VC29,"Margin of Error; Not Hispanic or Latino, two or more races - White and Black; $15,000 to $24,999  - Female - Number"
MOE_HC10_VC29,"Margin of Error; Not Hispanic or Latino, two or more races - White and AIAN; $15,000 to $24,999  - Female - Number"
MOE_HC11_VC29,"Margin of Error; Not Hispanic or Latino, two or more races - White and Asian; $15,000 to $24,999  - Female - Number"
MOE_HC12_VC29,"Margin of Error; Not Hispanic or Latino, two or more races - Black and AIAN; $15,000 to $24,999  - Female - Number"
MOE_HC13_VC29,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $15,000 to $24,999  - Female - Number"
MOE_HC14_VC29,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $15,000 to $24,999  - Female - Number"
MOE_HC15_VC29,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $15,000 to $24,999  - Female - Number"
MOE_HC16_VC29,"Margin of Error; Balance of not Hispanic or Latino; $15,000 to $24,999  - Female - Number"
MOE_HC1_VC30,"Margin of Error; Total, race and ethnicity; $15,000 to $24,999  - Female - Percent"
MOE_HC2_VC30,"Margin of Error; Hispanic or Latino - White alone Hispanic or Latino; $15,000 to $24,999  - Female - Percent"
MOE_HC3_VC30,"Margin of Error; Hispanic or Latino - All other Hispanic or Latino; $15,000 to $24,999  - Female - Percent"
MOE_HC4_VC30,"Margin of Error; Not Hispanic or Latino, one race - White alone; $15,000 to $24,999  - Female - Percent"
MOE_HC5_VC30,"Margin of Error; Not Hispanic or Latino, one race - Black or African American alone; $15,000 to $24,999  - Female - Percent"
MOE_HC6_VC30,"Margin of Error; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $15,000 to $24,999  - Female - Percent"
MOE_HC7_VC30,"Margin of Error; Not Hispanic or Latino, one race - Asian alone; $15,000 to $24,999  - Female - Percent"
MOE_HC8_VC30,"Margin of Error; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $15,000 to $24,999  - Female - Percent"
MOE_HC9_VC30,"Margin of Error; Not Hispanic or Latino, two or more races - White and Black; $15,000 to $24,999  - Female - Percent"
MOE_HC10_VC30,"Margin of Error; Not Hispanic or Latino, two or more races - White and AIAN; $15,000 to $24,999  - Female - Percent"
MOE_HC11_VC30,"Margin of Error; Not Hispanic or Latino, two or more races - White and Asian; $15,000 to $24,999  - Female - Percent"
MOE_HC12_VC30,"Margin of Error; Not Hispanic or Latino, two or more races - Black and AIAN; $15,000 to $24,999  - Female - Percent"
MOE_HC13_VC30,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $15,000 to $24,999  - Female - Percent"
MOE_HC14_VC30,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $15,000 to $24,999  - Female - Percent"
MOE_HC15_VC30,"Margin of Error; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $15,000 to $24,999  - Female - Percent"
MOE_HC16_VC30,"Margin of Error; Balance of not Hispanic or Latino; $15,000 to $24,999  - Female - Percent"
MOE_HC1_VC33,"Margin of Error; Total, race and ethnicity; $25,000 to $34,999 - Total, both sexes - Number"
MOE_HC2_VC33,"Margin of Error; Hispanic or Latino - White alone Hispanic or Latino; $25,000 to $34,999 - Total, both sexes - Number"
MOE_HC3_VC33,"Margin of Error; Hispanic or Latino - All other Hispanic or Latino; $25,000 to $34,999 - Total, both sexes - Number"
