,Year,County,Drug,DeathByYear,Rate,GEOID
6134,2008,Rappahannock County,Prescription,0,0,51157
6135,2008,Richmond City,Prescription,8,3.96,51760
6136,2008,Richmond County,Prescription,0,0,51760
6137,2008,Roanoke City,Prescription,8,8.61,51770
6138,2008,Roanoke County,Prescription,6,6.6,51770
6139,2008,Rockbridge County,Prescription,2,9.27,51163
6140,2008,Rockingham County,Prescription,1,1.34,51165
6141,2008,Russell County,Prescription,5,17.34,51167
6142,2008,Salem City,Prescription,4,15.72,51775
6143,2008,Scott County,Prescription,3,13.13,51169
6144,2008,Shenandoah County,Prescription,5,12.26,51171
6145,2008,Smyth County,Prescription,4,12.54,51173
6146,2008,Southampton County,Prescription,2,10.82,51175
6147,2008,Spotsylvania County,Prescription,7,5.83,51177
6148,2008,Stafford County,Prescription,5,4.11,51179
6149,2008,Staunton City,Prescription,3,12.52,51790
6150,2008,Suffolk City,Prescription,3,3.65,51800
6151,2008,Surry County,Prescription,0,0,51181
6152,2008,Sussex County,Prescription,0,0,51183
6153,2008,Tazewell County,Prescription,6,13.7,51185
6154,2008,Virginia Beach City,Prescription,21,4.84,51810
6155,2008,Warren County,Prescription,2,5.46,51187
6156,2008,Washington County,Prescription,9,16.97,51191
6157,2008,Waynesboro City,Prescription,0,0,51820
6158,2008,Westmoreland County,Prescription,0,0,51193
6159,2008,Williamsburg City,Prescription,0,0,51830
6160,2008,Winchester City,Prescription,3,11.58,51840
6161,2008,Wise County,Prescription,7,16.79,51195
6162,2008,Wythe County,Prescription,9,31.28,51197
6163,2008,York County,Prescription,1,1.64,51199
6164,2009,Accomack County,Prescription,2,5.2,51001
6165,2009,Albemarle County,Prescription,5,5.27,51003
6166,2009,Alexandria City,Prescription,9,6,51510
6167,2009,Alleghany County,Prescription,1,6.16,51005
6168,2009,Amelia County,Prescription,0,0,51007
6169,2009,Amherst County,Prescription,1,3.08,51009
6170,2009,Appomattox County,Prescription,0,0,51011
6171,2009,Arlington County,Prescription,4,1.84,51013
6172,2009,Augusta County,Prescription,14,19.44,51015
6173,2009,Bath County,Prescription,0,0,51017
6174,2009,Bedford City,Prescription,0,0,51019
6175,2009,Bedford County,Prescription,3,4.47,51019
6176,2009,Bland County,Prescription,2,29.45,51021
6177,2009,Botetourt County,Prescription,1,3.07,51023
6178,2009,Bristol City,Prescription,3,16.96,51520
6179,2009,Brunswick County,Prescription,0,0,51025
6180,2009,Buchanan County,Prescription,3,13.12,51027
6181,2009,Buckingham County,Prescription,0,0,51029
6182,2009,Buena Vista City,Prescription,1,16.07,51530
6183,2009,Campbell County,Prescription,3,5.66,51031
6184,2009,Caroline County,Prescription,1,3.59,51033
6185,2009,Carroll County,Prescription,6,20.67,51035
6186,2009,Charles City County,Prescription,1,13.86,51036
6187,2009,Charlotte County,Prescription,2,16.61,51037
6188,2009,Charlottesville City,Prescription,1,2.37,51540
6189,2009,Chesapeake City,Prescription,13,5.84,51550
6190,2009,Chesterfield County,Prescription,9,2.93,51041
6191,2009,Clarke County,Prescription,0,0,51043
6192,2009,Colonial Heights City,Prescription,0,0,51570
6193,2009,Covington City,Prescription,0,0,51580
6194,2009,Craig County,Prescription,1,20.12,51045
6195,2009,Culpeper County,Prescription,1,2.15,51047
6196,2009,Cumberland County,Prescription,0,0,51049
6197,2009,Danville City,Prescription,4,9.01,51590
6198,2009,Dickenson County,Prescription,2,12.43,51051
6199,2009,Dinwiddie County,Prescription,1,3.8,51053
6200,2009,Emporia City,Prescription,0,0,51595
6201,2009,Essex County,Prescription,1,8.94,51057
6202,2009,Fairfax City,Prescription,2,8.11,51600
6203,2009,Fairfax County,Prescription,22,2.12,51059
6204,2009,Falls Church City,Prescription,0,0,51610
6205,2009,Fauquier County,Prescription,3,4.41,51061
6206,2009,Floyd County,Prescription,1,6.66,51063
6207,2009,Fluvanna County,Prescription,0,0,51065
6208,2009,Franklin City,Prescription,0,0,51620
6209,2009,Franklin County,Prescription,8,15.41,51620
6210,2009,Frederick County,Prescription,5,6.67,51069
6211,2009,Fredericksburg City,Prescription,0,0,51630
6212,2009,Galax City,Prescription,0,0,51640
6213,2009,Giles County,Prescription,3,17.28,51071
6214,2009,Gloucester County,Prescription,1,2.55,51073
6215,2009,Goochland County,Prescription,3,14.08,51075
6216,2009,Grayson County,Prescription,1,6.33,51077
6217,2009,Greene County,Prescription,0,0,51079
6218,2009,Greensville County,Prescription,0,0,51081
6219,2009,Halifax County,Prescription,1,2.84,51083
6220,2009,Hampton City,Prescription,4,2.77,51650
6221,2009,Hanover County,Prescription,0,0,51085
6222,2009,Harrisonburg City,Prescription,2,4.43,51660
6223,2009,Henrico County,Prescription,11,3.71,51087
6224,2009,Henry County,Prescription,12,21.86,51089
6225,2009,Highland County,Prescription,0,0,51091
6226,2009,Hopewell City,Prescription,3,12.97,51670
6227,2009,Isle of Wight County,Prescription,1,2.79,51093
6228,2009,James City County,Prescription,1,1.57,51095
6229,2009,King and Queen County,Prescription,1,14.71,51097
6230,2009,King George County,Prescription,2,8.49,51099
6231,2009,King William County,Prescription,1,6.16,51101
6232,2009,Lancaster County,Prescription,0,0,51103
6233,2009,Lee County,Prescription,2,7.95,51105
6234,2009,Lexington City,Prescription,0,0,51678
6235,2009,Loudoun County,Prescription,5,1.66,51107
6236,2009,Louisa County,Prescription,3,9.07,51109
6237,2009,Lunenburg County,Prescription,0,0,51111
6238,2009,Lynchburg City,Prescription,0,0,51680
6239,2009,Madison County,Prescription,1,7.3,51113
6240,2009,Manassas City,Prescription,1,2.74,51683
6241,2009,Manassas Park City,Prescription,0,0,51685
6242,2009,Martinsville City,Prescription,2,13.67,51690
6243,2009,Mathews County,Prescription,1,11.13,51115
6244,2009,Mecklenburg County,Prescription,3,9.38,51117
6245,2009,Middlesex County,Prescription,0,0,51119
6246,2009,Montgomery County,Prescription,11,12.08,51121
6247,2009,Nelson County,Prescription,2,12.91,51125
6248,2009,New Kent County,Prescription,0,0,51127
6249,2009,Newport News City,Prescription,17,8.8,51700
6250,2009,Norfolk City,Prescription,7,3,51710
6251,2009,Northampton County,Prescription,0,0,51131
6252,2009,Northumberland County,Prescription,0,0,51133
6253,2009,Norton City,Prescription,0,0,51720
6254,2009,Nottoway County,Prescription,0,0,51135
6255,2009,Orange County,Prescription,2,5.95,51137
6256,2009,Page County,Prescription,4,16.62,51139
6257,2009,Patrick County,Prescription,5,26.83,51141
6258,2009,Petersburg City,Prescription,5,15.16,51730
6259,2009,Pittsylvania County,Prescription,2,3.26,51143
6260,2009,Poquoson City,Prescription,0,0,51735
6261,2009,Portsmouth City,Prescription,5,5.03,51740
6262,2009,Powhatan County,Prescription,3,10.73,51145
6263,2009,Prince Edward County,Prescription,0,0,51147
6264,2009,Prince George County,Prescription,2,5.39,51149
6265,2009,Prince William County,Prescription,21,5.54,51153
6266,2009,Pulaski County,Prescription,9,25.7,51155
6267,2009,Radford City,Prescription,3,18.54,51750
6268,2009,Rappahannock County,Prescription,1,14.21,51157
6269,2009,Richmond City,Prescription,8,3.91,51760
6270,2009,Richmond County,Prescription,0,0,51760
6271,2009,Roanoke City,Prescription,14,14.82,51770
6272,2009,Roanoke County,Prescription,3,3.3,51770
6273,2009,Rockbridge County,Prescription,1,4.7,51163
6274,2009,Rockingham County,Prescription,3,3.99,51165
6275,2009,Russell County,Prescription,4,13.68,51167
6276,2009,Salem City,Prescription,2,7.85,51775
6277,2009,Scott County,Prescription,3,13.28,51169
6278,2009,Shenandoah County,Prescription,2,4.87,51171
6279,2009,Smyth County,Prescription,3,9.45,51173
6280,2009,Southampton County,Prescription,0,0,51175
6281,2009,Spotsylvania County,Prescription,3,2.48,51177
6282,2009,Stafford County,Prescription,5,4.03,51179
6283,2009,Staunton City,Prescription,1,4.19,51790
6284,2009,Suffolk City,Prescription,2,2.39,51800
6285,2009,Surry County,Prescription,1,14.11,51181
6286,2009,Sussex County,Prescription,2,16.51,51183
6287,2009,Tazewell County,Prescription,9,20.04,51185
6288,2009,Virginia Beach City,Prescription,18,4.15,51810
6289,2009,Warren County,Prescription,4,10.9,51187
6290,2009,Washington County,Prescription,2,3.77,51191
6291,2009,Waynesboro City,Prescription,4,17.98,51820
6292,2009,Westmoreland County,Prescription,0,0,51193
6293,2009,Williamsburg City,Prescription,0,0,51830
6294,2009,Winchester City,Prescription,5,19,51840
6295,2009,Wise County,Prescription,10,23.94,51195
6296,2009,Wythe County,Prescription,5,17.32,51197
6297,2009,York County,Prescription,0,0,51199
6298,2010,Accomack County,Prescription,1,3.02,51001
6299,2010,Albemarle County,Prescription,5,5.05,51003
6300,2010,Alexandria City,Prescription,2,1.43,51510
6301,2010,Alleghany County,Prescription,1,6.15,51005
6302,2010,Amelia County,Prescription,0,0,51007
6303,2010,Amherst County,Prescription,2,6.18,51009
6304,2010,Appomattox County,Prescription,0,0,51011
6305,2010,Arlington County,Prescription,5,2.41,51013
6306,2010,Augusta County,Prescription,7,9.49,51015
6307,2010,Bath County,Prescription,0,0,51017
6308,2010,Bedford City,Prescription,2,32.14,51019
6309,2010,Bedford County,Prescription,8,11.65,51019
6310,2010,Bland County,Prescription,2,29.31,51021
6311,2010,Botetourt County,Prescription,1,3.02,51023
6312,2010,Bristol City,Prescription,2,11.21,51520
6313,2010,Brunswick County,Prescription,0,0,51025
6314,2010,Buchanan County,Prescription,10,41.5,51027
6315,2010,Buckingham County,Prescription,0,0,51029
6316,2010,Buena Vista City,Prescription,0,0,51530
6317,2010,Campbell County,Prescription,3,5.47,51031
6318,2010,Caroline County,Prescription,0,0,51033
6319,2010,Carroll County,Prescription,1,3.33,51035
6320,2010,Charles City County,Prescription,0,0,51036
6321,2010,Charlotte County,Prescription,1,7.95,51037
6322,2010,Charlottesville City,Prescription,2,4.6,51540
6323,2010,Chesapeake City,Prescription,12,5.4,51550
6324,2010,Chesterfield County,Prescription,9,2.85,51041
6325,2010,Clarke County,Prescription,0,0,51043
6326,2010,Colonial Heights City,Prescription,0,0,51570
6327,2010,Covington City,Prescription,0,0,51580
6328,2010,Craig County,Prescription,1,19.27,51045
6329,2010,Culpeper County,Prescription,3,6.43,51047
6330,2010,Cumberland County,Prescription,0,0,51049
6331,2010,Danville City,Prescription,3,6.97,51590
6332,2010,Dickenson County,Prescription,6,37.73,51051
6333,2010,Dinwiddie County,Prescription,1,3.57,51053
6334,2010,Emporia City,Prescription,0,0,51595
6335,2010,Essex County,Prescription,1,8.97,51057
6336,2010,Fairfax City,Prescription,1,4.43,51600
6337,2010,Fairfax County,Prescription,26,2.4,51059
6338,2010,Falls Church City,Prescription,0,0,51610
6339,2010,Fauquier County,Prescription,8,12.27,51061
6340,2010,Floyd County,Prescription,1,6.54,51063
6341,2010,Fluvanna County,Prescription,0,0,51065
6342,2010,Franklin City,Prescription,0,0,51620
6343,2010,Franklin County,Prescription,6,10.68,51620
6344,2010,Frederick County,Prescription,5,6.39,51069
6345,2010,Fredericksburg City,Prescription,1,4.12,51630
6346,2010,Galax City,Prescription,0,0,51640
6347,2010,Giles County,Prescription,1,5.79,51071
6348,2010,Gloucester County,Prescription,1,2.71,51073
6349,2010,Goochland County,Prescription,1,4.6,51075
6350,2010,Grayson County,Prescription,1,6.44,51077
6351,2010,Greene County,Prescription,3,16.3,51079
6352,2010,Greensville County,Prescription,3,24.5,51081
6353,2010,Halifax County,Prescription,0,0,51083
6354,2010,Hampton City,Prescription,8,5.82,51650
6355,2010,Hanover County,Prescription,4,4.01,51085
6356,2010,Harrisonburg City,Prescription,3,6.13,51660
6357,2010,Henrico County,Prescription,10,3.26,51087
6358,2010,Henry County,Prescription,8,14.77,51089
6359,2010,Highland County,Prescription,1,43.08,51091
6360,2010,Hopewell City,Prescription,3,13.28,51670
6361,2010,Isle of Wight County,Prescription,2,5.67,51093
6362,2010,James City County,Prescription,1,1.49,51095
6363,2010,King and Queen County,Prescription,0,0,51097
6364,2010,King George County,Prescription,1,4.24,51099
6365,2010,King William County,Prescription,0,0,51101
6366,2010,Lancaster County,Prescription,0,0,51103
6367,2010,Lee County,Prescription,1,3.91,51105
6368,2010,Lexington City,Prescription,0,0,51678
6369,2010,Loudoun County,Prescription,8,2.56,51107
6370,2010,Louisa County,Prescription,3,9.05,51109
6371,2010,Lunenburg County,Prescription,0,0,51111
6372,2010,Lynchburg City,Prescription,3,3.97,51680
6373,2010,Madison County,Prescription,0,0,51113
6374,2010,Manassas City,Prescription,1,2.64,51683
6375,2010,Manassas Park City,Prescription,1,7.01,51685
6376,2010,Martinsville City,Prescription,2,14.47,51690
6377,2010,Mathews County,Prescription,0,0,51115
6378,2010,Mecklenburg County,Prescription,2,6.11,51117
6379,2010,Middlesex County,Prescription,0,0,51119
6380,2010,Montgomery County,Prescription,7,7.42,51121
6381,2010,Nelson County,Prescription,0,0,51125
6382,2010,New Kent County,Prescription,0,0,51127
6383,2010,Newport News City,Prescription,8,4.43,51700
6384,2010,Norfolk City,Prescription,10,4.12,51710
6385,2010,Northampton County,Prescription,0,0,51131
6386,2010,Northumberland County,Prescription,1,8.11,51133
6387,2010,Norton City,Prescription,1,25.27,51720
6388,2010,Nottoway County,Prescription,0,0,51135
6389,2010,Orange County,Prescription,3,8.96,51137
6390,2010,Page County,Prescription,1,4.16,51139
6391,2010,Patrick County,Prescription,1,5.41,51141
6392,2010,Petersburg City,Prescription,0,0,51730
6393,2010,Pittsylvania County,Prescription,3,4.72,51143
6394,2010,Poquoson City,Prescription,0,0,51735
6395,2010,Portsmouth City,Prescription,4,4.19,51740
6396,2010,Powhatan County,Prescription,0,0,51145
6397,2010,Prince Edward County,Prescription,1,4.28,51147
6398,2010,Prince George County,Prescription,0,0,51149
6399,2010,Prince William County,Prescription,15,3.73,51153
6400,2010,Pulaski County,Prescription,9,25.81,51155
6401,2010,Radford City,Prescription,3,18.28,51750
6402,2010,Rappahannock County,Prescription,1,13.56,51157
6403,2010,Richmond City,Prescription,10,4.9,51760
6404,2010,Richmond County,Prescription,0,0,51760
6405,2010,Roanoke City,Prescription,6,6.18,51770
6406,2010,Roanoke County,Prescription,8,8.66,51770
6407,2010,Rockbridge County,Prescription,4,17.93,51163
6408,2010,Rockingham County,Prescription,1,1.31,51165
6409,2010,Russell County,Prescription,9,31.15,51167
6410,2010,Salem City,Prescription,3,12.1,51775
6411,2010,Scott County,Prescription,2,8.63,51169
6412,2010,Shenandoah County,Prescription,2,4.76,51171
6413,2010,Smyth County,Prescription,6,18.63,51173
6414,2010,Southampton County,Prescription,1,5.39,51175
6415,2010,Spotsylvania County,Prescription,8,6.54,51177
6416,2010,Stafford County,Prescription,3,2.33,51179
6417,2010,Staunton City,Prescription,1,4.21,51790
6418,2010,Suffolk City,Prescription,5,5.91,51800
6419,2010,Surry County,Prescription,1,14.17,51181
6420,2010,Sussex County,Prescription,0,0,51183
6421,2010,Tazewell County,Prescription,12,26.62,51185
6422,2010,Virginia Beach City,Prescription,15,3.42,51810
6423,2010,Warren County,Prescription,8,21.29,51187
6424,2010,Washington County,Prescription,6,10.93,51191
6425,2010,Waynesboro City,Prescription,1,4.76,51820
6426,2010,Westmoreland County,Prescription,1,5.73,51193
6427,2010,Williamsburg City,Prescription,0,0,51830
6428,2010,Winchester City,Prescription,4,15.27,51840
6429,2010,Wise County,Prescription,16,38.6,51195
6430,2010,Wythe County,Prescription,5,17.1,51197
6431,2010,York County,Prescription,4,6.11,51199
6432,2011,Accomack County,Prescription,1,3,51001
6433,2011,Albemarle County,Prescription,2,1.99,51003
6434,2011,Alexandria City,Prescription,8,5.54,51510
6435,2011,Alleghany County,Prescription,0,0,51005
6436,2011,Amelia County,Prescription,0,0,51007
6437,2011,Amherst County,Prescription,1,3.11,51009
6438,2011,Appomattox County,Prescription,0,0,51011
6439,2011,Arlington County,Prescription,6,2.78,51013
6440,2011,Augusta County,Prescription,9,12.24,51015
6441,2011,Bath County,Prescription,0,0,51017
6442,2011,Bedford City,Prescription,0,0,51019
6443,2011,Bedford County,Prescription,4,5.78,51019
6444,2011,Bland County,Prescription,2,29.33,51021
6445,2011,Botetourt County,Prescription,1,3.04,51023
6446,2011,Bristol City,Prescription,2,11.27,51520
6447,2011,Brunswick County,Prescription,0,0,51025
6448,2011,Buchanan County,Prescription,7,29.68,51027
6449,2011,Buckingham County,Prescription,0,0,51029
6450,2011,Buena Vista City,Prescription,1,15.07,51530
6451,2011,Campbell County,Prescription,1,1.82,51031
6452,2011,Caroline County,Prescription,2,6.97,51033
6453,2011,Carroll County,Prescription,1,3.34,51035
6454,2011,Charles City County,Prescription,2,27.62,51036
6455,2011,Charlotte County,Prescription,0,0,51037
6456,2011,Charlottesville City,Prescription,0,0,51540
6457,2011,Chesapeake City,Prescription,10,4.44,51550
6458,2011,Chesterfield County,Prescription,12,3.75,51041
6459,2011,Clarke County,Prescription,1,7.01,51043
6460,2011,Colonial Heights City,Prescription,2,11.47,51570
6461,2011,Covington City,Prescription,1,16.84,51580
6462,2011,Craig County,Prescription,0,0,51045
6463,2011,Culpeper County,Prescription,3,6.32,51047
6464,2011,Cumberland County,Prescription,0,0,51049
6465,2011,Danville City,Prescription,3,7,51590
6466,2011,Dickenson County,Prescription,8,50.82,51051
6467,2011,Dinwiddie County,Prescription,0,0,51053
6468,2011,Emporia City,Prescription,0,0,51595
6469,2011,Essex County,Prescription,0,0,51057
6470,2011,Fairfax City,Prescription,0,0,51600
6471,2011,Fairfax County,Prescription,31,2.82,51059
6472,2011,Falls Church City,Prescription,1,7.84,51610
6473,2011,Fauquier County,Prescription,7,10.59,51061
6474,2011,Floyd County,Prescription,0,0,51063
6475,2011,Fluvanna County,Prescription,0,0,51065
6476,2011,Franklin City,Prescription,0,0,51620
6477,2011,Franklin County,Prescription,8,14.18,51620
6478,2011,Frederick County,Prescription,7,8.79,51069
6479,2011,Fredericksburg City,Prescription,2,7.78,51630
6480,2011,Galax City,Prescription,1,14.32,51640
6481,2011,Giles County,Prescription,2,11.68,51071
6482,2011,Gloucester County,Prescription,2,5.42,51073
6483,2011,Goochland County,Prescription,1,4.57,51075
6484,2011,Grayson County,Prescription,2,13.05,51077
6485,2011,Greene County,Prescription,1,5.36,51079
6486,2011,Greensville County,Prescription,0,0,51081
6487,2011,Halifax County,Prescription,1,2.77,51083
6488,2011,Hampton City,Prescription,8,5.87,51650
6489,2011,Hanover County,Prescription,3,2.99,51085
6490,2011,Harrisonburg City,Prescription,1,2,51660
6491,2011,Henrico County,Prescription,16,5.15,51087
6492,2011,Henry County,Prescription,7,13.03,51089
6493,2011,Highland County,Prescription,0,0,51091
6494,2011,Hopewell City,Prescription,0,0,51670
6495,2011,Isle of Wight County,Prescription,0,0,51093
6496,2011,James City County,Prescription,2,2.93,51095
6497,2011,King and Queen County,Prescription,0,0,51097
6498,2011,King George County,Prescription,1,4.14,51099
6499,2011,King William County,Prescription,0,0,51101
6500,2011,Lancaster County,Prescription,1,8.86,51103
6501,2011,Lee County,Prescription,4,15.91,51105
6502,2011,Lexington City,Prescription,0,0,51678
6503,2011,Loudoun County,Prescription,10,3.07,51107
6504,2011,Louisa County,Prescription,1,2.99,51109
6505,2011,Lunenburg County,Prescription,0,0,51111
6506,2011,Lynchburg City,Prescription,2,2.61,51680
6507,2011,Madison County,Prescription,3,22.78,51113
6508,2011,Manassas City,Prescription,2,5.09,51683
6509,2011,Manassas Park City,Prescription,0,0,51685
6510,2011,Martinsville City,Prescription,0,0,51690
6511,2011,Mathews County,Prescription,1,11.16,51115
6512,2011,Mecklenburg County,Prescription,2,6.13,51117
6513,2011,Middlesex County,Prescription,1,9.21,51119
6514,2011,Montgomery County,Prescription,8,8.48,51121
6515,2011,Nelson County,Prescription,0,0,51125
6516,2011,New Kent County,Prescription,1,5.31,51127
6517,2011,Newport News City,Prescription,8,4.45,51700
6518,2011,Norfolk City,Prescription,18,7.42,51710
6519,2011,Northampton County,Prescription,0,0,51131
6520,2011,Northumberland County,Prescription,0,0,51133
6521,2011,Norton City,Prescription,0,0,51720
6522,2011,Nottoway County,Prescription,1,6.31,51135
6523,2011,Orange County,Prescription,4,11.79,51137
6524,2011,Page County,Prescription,6,25.04,51139
6525,2011,Patrick County,Prescription,1,5.44,51141
6526,2011,Petersburg City,Prescription,1,3.09,51730
6527,2011,Pittsylvania County,Prescription,5,7.96,51143
6528,2011,Poquoson City,Prescription,0,0,51735
6529,2011,Portsmouth City,Prescription,5,5.23,51740
6530,2011,Powhatan County,Prescription,3,10.67,51145
6531,2011,Prince Edward County,Prescription,1,4.28,51147
6532,2011,Prince George County,Prescription,2,5.47,51149
6533,2011,Prince William County,Prescription,25,5.97,51153
6534,2011,Pulaski County,Prescription,9,26.01,51155
6535,2011,Radford City,Prescription,1,6.09,51750
6536,2011,Rappahannock County,Prescription,1,13.43,51157
6537,2011,Richmond City,Prescription,18,8.76,51760
6538,2011,Richmond County,Prescription,1,10.85,51760
6539,2011,Roanoke City,Prescription,10,10.34,51770
6540,2011,Roanoke County,Prescription,4,4.31,51770
6541,2011,Rockbridge County,Prescription,1,4.47,51163
6542,2011,Rockingham County,Prescription,4,5.22,51165
6543,2011,Russell County,Prescription,13,45.22,51167
6544,2011,Salem City,Prescription,2,8.01,51775
6545,2011,Scott County,Prescription,2,8.65,51169
6546,2011,Shenandoah County,Prescription,4,9.46,51171
6547,2011,Smyth County,Prescription,6,18.73,51173
6548,2011,Southampton County,Prescription,0,0,51175
6549,2011,Spotsylvania County,Prescription,8,6.43,51177
6550,2011,Stafford County,Prescription,2,1.51,51179
6551,2011,Staunton City,Prescription,3,12.62,51790
6552,2011,Suffolk City,Prescription,3,3.53,51800
6553,2011,Surry County,Prescription,0,0,51181
6554,2011,Sussex County,Prescription,0,0,51183
6555,2011,Tazewell County,Prescription,20,44.73,51185
6556,2011,Virginia Beach City,Prescription,22,4.97,51810
6557,2011,Warren County,Prescription,6,15.89,51187
6558,2011,Washington County,Prescription,12,21.89,51191
6559,2011,Waynesboro City,Prescription,0,0,51820
6560,2011,Westmoreland County,Prescription,1,5.68,51193
6561,2011,Williamsburg City,Prescription,0,0,51830
6562,2011,Winchester City,Prescription,5,18.81,51840
6563,2011,Wise County,Prescription,9,21.65,51195
6564,2011,Wythe County,Prescription,4,13.7,51197
6565,2011,York County,Prescription,5,7.56,51199
6566,2012,Accomack County,Prescription,4,12,51001
6567,2012,Albemarle County,Prescription,2,1.96,51003
6568,2012,Alexandria City,Prescription,5,3.42,51510
6569,2012,Alleghany County,Prescription,2,12.32,51005
6570,2012,Amelia County,Prescription,1,7.84,51007
6571,2012,Amherst County,Prescription,2,6.18,51009
6572,2012,Appomattox County,Prescription,0,0,51011
6573,2012,Arlington County,Prescription,6,2.71,51013
6574,2012,Augusta County,Prescription,10,13.58,51015
6575,2012,Bath County,Prescription,0,0,51017
6576,2012,Bedford City,Prescription,0,0,51019
6577,2012,Bedford County,Prescription,4,5.75,51019
6578,2012,Bland County,Prescription,0,0,51021
6579,2012,Botetourt County,Prescription,1,3.02,51023
6580,2012,Bristol City,Prescription,5,28.31,51520
6581,2012,Brunswick County,Prescription,0,0,51025
6582,2012,Buchanan County,Prescription,11,46.1,51027
6583,2012,Buckingham County,Prescription,0,0,51029
6584,2012,Buena Vista City,Prescription,2,29.82,51530
6585,2012,Campbell County,Prescription,1,1.81,51031
6586,2012,Caroline County,Prescription,0,0,51033
6587,2012,Carroll County,Prescription,3,10.05,51035
6588,2012,Charles City County,Prescription,0,0,51036
6589,2012,Charlotte County,Prescription,0,0,51037
6590,2012,Charlottesville City,Prescription,1,2.28,51540
6591,2012,Chesapeake City,Prescription,4,1.75,51550
6592,2012,Chesterfield County,Prescription,11,3.4,51041
6593,2012,Clarke County,Prescription,1,6.98,51043
6594,2012,Colonial Heights City,Prescription,1,5.72,51570
6595,2012,Covington City,Prescription,0,0,51580
6596,2012,Craig County,Prescription,0,0,51045
6597,2012,Culpeper County,Prescription,2,4.17,51047
6598,2012,Cumberland County,Prescription,0,0,51049
6599,2012,Danville City,Prescription,1,2.33,51590
6600,2012,Dickenson County,Prescription,5,31.87,51051
6601,2012,Dinwiddie County,Prescription,0,0,51053
6602,2012,Emporia City,Prescription,0,0,51595
6603,2012,Essex County,Prescription,0,0,51057
6604,2012,Fairfax City,Prescription,3,12.79,51600
6605,2012,Fairfax County,Prescription,34,3.04,51059
6606,2012,Falls Church City,Prescription,0,0,51610
6607,2012,Fauquier County,Prescription,3,4.51,51061
6608,2012,Floyd County,Prescription,1,6.5,51063
6609,2012,Fluvanna County,Prescription,0,0,51065
6610,2012,Franklin City,Prescription,0,0,51620
6611,2012,Franklin County,Prescription,5,8.86,51620
6612,2012,Frederick County,Prescription,0,0,51069
6613,2012,Fredericksburg City,Prescription,3,10.99,51630
6614,2012,Galax City,Prescription,0,0,51640
6615,2012,Giles County,Prescription,6,35.44,51071
6616,2012,Gloucester County,Prescription,1,2.71,51073
6617,2012,Goochland County,Prescription,1,4.68,51075
6618,2012,Grayson County,Prescription,2,13.17,51077
6619,2012,Greene County,Prescription,1,5.33,51079
6620,2012,Greensville County,Prescription,0,0,51081
6621,2012,Halifax County,Prescription,0,0,51083
6622,2012,Hampton City,Prescription,3,2.19,51650
6623,2012,Hanover County,Prescription,3,2.98,51085
6624,2012,Harrisonburg City,Prescription,2,3.92,51660
6625,2012,Henrico County,Prescription,12,3.81,51087
6626,2012,Henry County,Prescription,8,15.1,51089
6627,2012,Highland County,Prescription,0,0,51091
6628,2012,Hopewell City,Prescription,1,4.47,51670
6629,2012,Isle of Wight County,Prescription,1,2.82,51093
6630,2012,James City County,Prescription,1,1.45,51095
6631,2012,King and Queen County,Prescription,0,0,51097
6632,2012,King George County,Prescription,4,16.33,51099
6633,2012,King William County,Prescription,1,6.26,51101
6634,2012,Lancaster County,Prescription,0,0,51103
6635,2012,Lee County,Prescription,4,15.7,51105
6636,2012,Lexington City,Prescription,0,0,51678
6637,2012,Loudoun County,Prescription,8,2.37,51107
6638,2012,Louisa County,Prescription,0,0,51109
6639,2012,Lunenburg County,Prescription,0,0,51111
6640,2012,Lynchburg City,Prescription,7,9.08,51680
6641,2012,Madison County,Prescription,2,15.15,51113
6642,2012,Manassas City,Prescription,5,12.31,51683
6643,2012,Manassas Park City,Prescription,0,0,51685
6644,2012,Martinsville City,Prescription,1,7.28,51690
6645,2012,Mathews County,Prescription,0,0,51115
6646,2012,Mecklenburg County,Prescription,0,0,51117
6647,2012,Middlesex County,Prescription,0,0,51119
6648,2012,Montgomery County,Prescription,4,4.2,51121
6649,2012,Nelson County,Prescription,1,6.74,51125
6650,2012,New Kent County,Prescription,0,0,51127
6651,2012,Newport News City,Prescription,8,4.43,51700
6652,2012,Norfolk City,Prescription,15,6.1,51710
6653,2012,Northampton County,Prescription,0,0,51131
6654,2012,Northumberland County,Prescription,2,16.2,51133
6655,2012,Norton City,Prescription,0,0,51720
6656,2012,Nottoway County,Prescription,1,6.32,51135
6657,2012,Orange County,Prescription,3,8.76,51137
6658,2012,Page County,Prescription,1,4.18,51139
6659,2012,Patrick County,Prescription,0,0,51141
6660,2012,Petersburg City,Prescription,1,3.13,51730
6661,2012,Pittsylvania County,Prescription,1,1.59,51143
6662,2012,Poquoson City,Prescription,0,0,51735
6663,2012,Portsmouth City,Prescription,4,4.15,51740
6664,2012,Powhatan County,Prescription,0,0,51145
6665,2012,Prince Edward County,Prescription,0,0,51147
6666,2012,Prince George County,Prescription,0,0,51149
6667,2012,Prince William County,Prescription,31,7.2,51153
6668,2012,Pulaski County,Prescription,2,5.76,51155
6669,2012,Radford City,Prescription,2,11.99,51750
6670,2012,Rappahannock County,Prescription,1,13.41,51157
6671,2012,Richmond City,Prescription,13,6.18,51760
6672,2012,Richmond County,Prescription,0,0,51760
6673,2012,Roanoke City,Prescription,14,14.36,51770
